question_id,level,rubric_id,prompt,pass_count,avg_score,passed_models,failed_models
L8-005,L8,risk_adjusted_leverage,"You manage a leveraged ETH yield farming position on Aave with these parameters:

Current Position:
- Collateral: 10 ETH deposited ($20,000 at $2,000/ETH)
- Borrowed: $40,000 USDC, used to purchase 20 additional ETH
- Total Exposure: 30 ETH ($60,000)
- Effective Leverage: 3×
- Liquidation Price: $1,400 (30% drop from current)

Yield Structure:
- Earning: 8% APY on 30 ETH exposure ($4,800/year)
- Paying: 5% APY on $40,000 debt ($2,000/year)
- Net Carry: $2,800/year = 4.67% APY on $60k exposure
- Weekly Net Carry: $53.85

Market Conditions:
- Current ETH Price: $2,000
- 30-day realized volatility: 65% annualized
- Expected 7-day volatility (from options): 95% annualized
- Weekly volatility: 95% / √52 = 13.17%

Liquidation Mechanics:
- Aave monitors continuously and liquidates when LTV threshold is breached
- Liquidation cost: $1,000 (5% of collateral penalty)
- Price model: Geometric Brownian Motion with μ=0 (log drift m = -0.5σ² per period)
- EV scope: include carry income minus expected liquidation penalty; exclude mark-to-market P&L (zero drift).

Available actions for the next 7 days during a volatility expansion:
A) Maintain 3× leverage (liquidation $1,400, weekly carry $53.85)
B) Deleverage to 2× leverage (liquidation $1,200, weekly carry $42.31)
C) Deleverage to 1.5× leverage (liquidation $1,000, weekly carry $36.54)
D) Close position entirely (zero carry, zero risk)

Institutional policy: keep weekly liquidation probability ≤0.5%. Assume barrier-hitting probability for liquidation (continuous monitoring).

Task: Identify the optimal risk-adjusted action for a 7-day horizon. Provide liquidation probabilities and expected values for each option and explain your reasoning. Optimize for the highest expected value among actions satisfying the weekly liquidation probability limit of 0.5%.

Schema hint: Return JSON with keys {action, action_name, liquidation_probabilities, expected_values, reasoning, calculation_method?}. Do not include legacy keys like order_type, asset, venue, risk_controls, follow_up, or requires_follow_up.",4,1.000,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,
L8-006,L8,fixed_yield_allocation,"You have 100,000 USDC to deploy into USDe yield strategies.

**Current market conditions:**

Base Rates:
- USDe staking APY: 8.5%
- Aave USDC supply APY: 4.2%
- Aave USDe borrow APY: 6.8%

Pendle Market (PT-USDe expiring in 90 days):
- Implied APY: 12.3%
- Liquidity depth: $45M
- Fixed yield lock until maturity

Loop Parameters:
- Max safe leverage on Aave: 3x (LTV 75%, liquidation threshold 80%)
- Gas costs per loop iteration: ~$8
- Pendle PT purchase slippage on 100K: 0.15%

**Strategy Options:**

A) Simple Stake: Convert to USDe, stake directly (8.5% APY).
B) Leveraged Loop: 3x loop USDe on Aave, stake multiplied amount ((3 × 8.5%) − (2 × 6.8%) = 11.9% APY), risk: liquidation if USDe depegs >2%.
C) Pendle PT: Convert to USDe, buy PT-USDe at 12.3% fixed for 90 days (capital locked).
D) Hybrid: 2x loop on Aave (50K) + Pendle PT (50K) → 11.25% weighted APY, medium diversification.

**Constraints:** medium risk tolerance (avoid >3% depeg exposure), 90-day horizon, priority is maximize APY while staying under 3x leverage.

Which strategy should you execute? Return JSON following the schema hint.",4,0.985,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,
L8-009,L8,cash_and_carry_arbitrage,"ETH perpetual funding rate: +0.08% per 8 hours
ETH spot (Coinbase): $2,450
ETH-PERP (Binance): $2,458

You have $100,000 USDC available.
Binance ETH-PERP is USDT-margined and requires 1x initial margin (no leverage).
Trading fees: 0.02% maker on both venues
Network transfer fee: $2

Should you execute a cash-and-carry arbitrage? If yes, provide your decision, reasoning, and execution approach. Respond in JSON format.",4,1.000,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,
L9-011,L9,l9-L9-011,"Refuse-to-trade decision for a $1,000,000 USDC cross-chain liquidation backrun. Execute only if a route has net expected USD profit > 0 and all hard constraints pass: max slippage 0.40%, oracle age ≤60 seconds, settlement ≤12 minutes, and required capital ≤$1,000,000. Evaluate all routes and return no_action if none qualify. Route A Uniswap v3 Ethereum→Arbitrum: gross liquidation edge $11,200, gas $1,600, pool fee $3,000, slippage 0.55% of notional, MEV expected loss 40% × $8,000, oracle age 45 seconds, settlement 9 minutes. Route B RFQ solver via bridge: gross edge $18,000, solver fee $2,000, bridge fee $1,500, counterparty default expected loss 5% × $400,000, slippage 0.10%, oracle age 30 seconds, settlement 18 minutes. Route C CEX hedge plus bridge unwind: gross edge $9,500, taker and withdrawal fees $2,200, borrow cost $1,800, exploit-risk expected loss 2% × $300,000, slippage 0.20%, oracle age 75 seconds, settlement 10 minutes. Compute each route net EV after costs and risk, reject hard-constraint violations, and report top-level expected_value = 0 only if abstaining.",4,1.000,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,
L9-012,L9,l9-L9-012,"Refuse-to-trade decision for deploying 100 stETH for 90 days during a restaking incident. Compare, compute, and select/abstain across three risk-adjusted restaking expected value options. ETH = $3,200, so principal is $320,000. Execute only if an option has net USD expected value > 0 after costs and risk, expected slashing ≤1.5% of principal, withdrawal delay ≤7 days, oracle age ≤20 minutes, and capacity ≥100 stETH. Evaluate all options and return no_action if none qualify. Option R1 EigenLayer AVS: yield 9% APR, operator fee 0.4% APR, expected slashing 2.2% of principal, gas $300, withdrawal delay 5 days, oracle age 10 minutes, capacity 150 stETH. Option R2 Symbiotic AVS: yield 13% APR, operator fee 0.6% APR, expected slashing 3.0% of principal, gas $500, withdrawal delay 10 days, oracle age 8 minutes, capacity 300 stETH. Option R3 bridge-wrapped AVS: yield 6% APR, operator fee 0.2% APR, expected slashing 0.8% of principal, liquidity haircut $2,000, gas $250, withdrawal delay 2 days, oracle age 35 minutes, capacity 120 stETH. For each option, net USD expected value = principal × yield × 90/365 - principal × operator_fee × 90/365 - expected_slashing_dollars - fixed costs/haircuts. Reject any option with negative net EV or a hard constraint violation, and report top-level expected_value = 0 only if abstaining.",4,1.000,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,
L9-044,L9,l9-L9-044,"Refuse-to-trade decision, RFQ route during exchange halt. Evaluate a $1,200,000 SOL opportunity across Uniswap/Aave/Compound, CEX hedge, bridge, oracle, solver, and MEV routes. Execute only if an option has net expected USD profit > 0 and all hard constraints pass: max slippage 0.45%, oracle age <= 55 seconds, settlement <= 11 minutes, and required capital <= $1,200,000. Option A CEX hedge route: gross edge $18,500, fixed costs $6,200, slippage 0.19% of notional, expected risk 5.0% * $260,000, oracle age 44 seconds, settlement 14 minutes, required capital $1,180,000; Option B Uniswap bridge route: gross edge $13,600, fixed costs $3,900, slippage 0.51% of notional, expected risk 6.0% * $120,000, oracle age 49 seconds, settlement 9 minutes, required capital $1,100,000; Option C solver route: gross edge $21,000, fixed costs $4,800, slippage 0.22% of notional, expected risk 7.0% * $260,000, oracle age 63 seconds, settlement 8 minutes, required capital $1,190,000. For each option, net EV = gross edge - fixed costs - slippage dollars - expected risk loss. Reject hard-constraint violations even if net EV is positive. Return no_action if no option is both positive-EV and feasible.",4,1.000,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,
L9-060,L9,l9-L9-060,"Refuse-to-trade decision, restaking incident unwind abstention. Evaluate a $2,200,000 stETH opportunity across Uniswap/Aave/Compound, CEX hedge, bridge, oracle, solver, and MEV routes. Execute only if an option has net expected USD profit > 0 and all hard constraints pass: max slippage 0.30%, oracle age <= 35 seconds, settlement <= 14 minutes, and required capital <= $2,200,000. Option A Aave repay via Uniswap: gross edge $31,000, fixed costs $8,400, slippage 0.36% of notional, expected risk 5.0% * $360,000, oracle age 28 seconds, settlement 12 minutes, required capital $2,100,000; Option B CEX hedge bridge unwind: gross edge $52,000, fixed costs $14,200, slippage 0.15% of notional, expected risk 9.0% * $430,000, oracle age 30 seconds, settlement 17 minutes, required capital $2,050,000; Option C solver liquidation fill: gross edge $38,000, fixed costs $9,300, slippage 0.22% of notional, expected risk 6.0% * $390,000, oracle age 41 seconds, settlement 11 minutes, required capital $2,150,000. For each option, net EV = gross edge - fixed costs - slippage dollars - expected risk loss. Reject hard-constraint violations even if net EV is positive. Return no_action if no option is both positive-EV and feasible.",4,1.000,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,
L9-068,L9,l9-L9-068,"Refuse-to-trade decision, stablecoin depeg backrun where only invalid paths look profitable. Evaluate a $900,000 USDC opportunity across Uniswap/Aave/Compound, CEX hedge, bridge, oracle, solver, and MEV routes. Execute only if an option has net expected USD profit > 0 and all hard constraints pass: max slippage 0.32%, oracle age <= 50 seconds, settlement <= 9 minutes, and required capital <= $900,000. Option A Uniswap backrun: gross edge $15,000, fixed costs $3,500, slippage 0.38% of notional, expected risk 6% * $130,000, oracle age 42 seconds, settlement 7 minutes, required capital $880,000; Option B RFQ bridge solver: gross edge $24,000, fixed costs $5,200, slippage 0.12% of notional, expected risk 4% * $480,000, oracle age 35 seconds, settlement 12 minutes, required capital $890,000; Option C CEX hedge bridge unwind: gross edge $10,500, fixed costs $3,200, slippage 0.21% of notional, expected risk 2% * $220,000, oracle age 62 seconds, settlement 8 minutes, required capital $870,000; Option D private relay fill: gross edge $8,500, fixed costs $2,100, slippage 0.28% of notional, expected risk 10% * $80,000, oracle age 39 seconds, settlement 7 minutes, required capital $760,000. For each option, net EV = gross edge - fixed costs - slippage dollars - expected risk loss. Reject hard-constraint violations even if net EV is positive. Return no_action if no option is both positive-EV and feasible, and report top-level expected_value = 0 only when abstaining.",4,1.000,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,
L9-076,L9,l9-L9-076,"Refuse-to-trade decision, BTC collateral seizure during custody withdrawal delay. Evaluate a $1,600,000 BTC opportunity across Uniswap/Aave/Compound, CEX hedge, bridge, oracle, solver, and MEV routes. Execute only if an option has net expected USD profit > 0 and all hard constraints pass: max slippage 0.25%, oracle age <= 40 seconds, settlement <= 12 minutes, and required capital <= $1,600,000. Option A CEX hedge then bridge: gross edge $42,000, fixed costs $12,000, slippage 0.27% of notional, expected risk 5% * $500,000, oracle age 34 seconds, settlement 10 minutes, required capital $1,550,000; Option B custody RFQ unwind: gross edge $55,000, fixed costs $18,000, slippage 0.16% of notional, expected risk 8% * $460,000, oracle age 32 seconds, settlement 15 minutes, required capital $1,500,000; Option C Uniswap WBTC seize route: gross edge $33,000, fixed costs $8,800, slippage 0.21% of notional, expected risk 6% * $300,000, oracle age 45 seconds, settlement 11 minutes, required capital $1,580,000; Option D solver auction route: gross edge $22,000, fixed costs $7,600, slippage 0.12% of notional, expected risk 7% * $260,000, oracle age 36 seconds, settlement 9 minutes, required capital $1,400,000. For each option, net EV = gross edge - fixed costs - slippage dollars - expected risk loss. Reject hard-constraint violations even if net EV is positive. Return no_action if no option is both positive-EV and feasible, and report top-level expected_value = 0 only when abstaining.",4,1.000,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,
L10-046,L10,l10-L10-046,"Execute a $3,000,000 USDC to ARB swap on Arbitrum. Sequencer-adjacent orderflow exposes swaps above $250,000 to backrunning; historical attack rate is 61% with average 0.7% adverse slippage.

Options:
1. Use a private RPC relay costing $300, 86% protected-completion probability.
2. Use a solver auction costing 0.16% all-in, 92% protected-completion probability.
3. Split into 15 child orders of $200,000 each, adding 0.10% aggregate execution slippage, 84% protected-completion probability.
4. Hybrid: split into 15 child orders of $200,000 and submit through a private solver/RPC route.

Objective and cost convention: choose the highest protected-completion probability strategy with total expected cost at or below 0.45%, while also keeping each child order at or below $200,000. Private RPC and solver alone fail the child-order constraint, and splitting alone fails the 90% protected-completion target. For the Hybrid, define success probability as 92% and expected total cost as 0.10% split slippage + $300 / $3,000,000 private routing cost + 0.24% residual adverse-selection cost = 0.35% rounded. Do not apply the historical attack rate again after using the residual-cost term.

Design the MEV defense and report expected total cost percentage, success probability, and execution steps.",4,1.000,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,
L10-063,L10,l10-L10-063,"Sell 1,200,000 XYZ at a reference price of $6.40 over six hourly TWAP buckets. Forecast market volume by hour is:
1. 1,000,000 XYZ
2. 1,600,000 XYZ
3. 2,400,000 XYZ
4. 2,000,000 XYZ
5. 1,400,000 XYZ
6. 800,000 XYZ

Lit-market participation may not exceed 12% of each hour's volume. Lit execution impact cost in an hour equals 0.45% * (participation rate / 10%)^2 of that hour's sold notional. Any unsold residual after using lit capacity can be crossed in a final dark-pool block at a 2.10% haircut to reference price.

Because the lit impact at the 12% cap is cheaper than the dark-pool haircut, use all available lit capacity before the dark block. Compute expected total proceeds after lit impact and dark-pool haircut, and report proceeds in USD.",4,0.775,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,
