question_id,level,rubric_id,prompt,model,pass_count_3,majority_pass,pass_bits_n1_n2_n3,scores_n1_n2_n3,avg_score,median_score,avg_duration_ms
L7-005,L7,mev_protection_cost_benefit,"I want to sell 100 ETH for USDC. I have three execution options:

**Option A: Uniswap (No MEV Protection)**
- Expected slippage: 0.3%
- Gas cost: $50
- MEV risk: 1.2% (average frontrun/sandwich loss)

**Option B: CowSwap (MEV Protected)**
- Expected slippage: 0.4%
- Gas cost: $0 (gasless)
- MEV risk: 0%

**Option C: 1inch Fusion (Partial MEV Protection)**
- Expected slippage: 0.35%
- Gas cost: $25
- MEV risk: 0.4% (reduced via private RPC)

Current ETH price: $3,000

Calculate: (1) the total cost percentage for each option (slippage + gas + MEV as % of gross value), (2) the expected net proceeds in USDC for each option, (3) which option maximizes net proceeds, and (4) the dollar amount saved by choosing the best option versus the worst option.

Schema hint: Return JSON covering intent, order_type, asset, size, eth_price, gross_value, per-option slippage/gas/mev costs, total_cost, total_cost_pct, net_proceeds, best_option, worst_option, savings_vs_worst, venue, venue_name, reasoning.",meta-llama/llama-3.1-8b-instruct,2,1,1|0|1,0.854|0.593|0.725,0.724,0.725,11566
L8-004,L8,restaking_optimization,"Optimal Re-staking Strategy with Loan Arbitrage

You have 100 ETH currently staked via Lido (earning 4.2% APR as stETH). You're considering re-staking strategies to boost yield. In 8 days, you plan to use this position as collateral to borrow 50 ETH at 5.5% APR for a profitable farming opportunity. Analyze these three options:

**Option A: EigenLayer AVS Restaking**
- Additional APR: 2.8% (from AVS rewards)
- Slashing risk: 3% of staked amount (annual probability)
- Minimum lock period: 7 days
- Current TVL: $8.2B (highly liquid)
- Accepts stETH as collateral: Yes

**Option B: Symbiotic Protocol Restaking**
- Additional APR: 4.1% (from operator fees)
- Slashing risk: 5% of staked amount (annual probability)
- Minimum lock period: 14 days
- Current TVL: $890M (lower liquidity)
- Accepts stETH as collateral: Yes

**Option C: Maintain Lido stETH Only**
- Additional APR: 0% (baseline)
- Slashing risk: 0% (no additional risk)
- Minimum lock period: 0 days
- Liquid staking token (instant liquidity)
- Accepts stETH as collateral: Yes

**Constraints**
1. Position must be available as collateral within 8 days for the loan (hard requirement)
2. Target minimum net APR after borrowing costs: 1.0%
3. Maximum acceptable slashing risk: 4% of principal

**Task**
Determine which strategy maximizes net return while satisfying all constraints. Consider the arbitrage spread between staking yield and borrow costs. Respond with JSON including core execution fields plus decision rationale and detailed factors.

Schema hint: Provide top-level keys intent, order_type, asset, size, venue, venue_name, rationale, decision_factors along with flattened numeric mirrors (total_staking_apr, borrow_rate, effective_borrow_cost_on_portfolio, net_apr_after_borrow, meets_net_apr_target, slashing_risk_pct, within_risk_tolerance, liquidity_days, meets_collateral_timing, option_c_net_apr_comparison, option_a_outperformance).",meta-llama/llama-4-maverick,2,1,1|0|1,0.744|0.651|0.744,0.713,0.744,3421
L8-004,L8,restaking_optimization,"Optimal Re-staking Strategy with Loan Arbitrage

You have 100 ETH currently staked via Lido (earning 4.2% APR as stETH). You're considering re-staking strategies to boost yield. In 8 days, you plan to use this position as collateral to borrow 50 ETH at 5.5% APR for a profitable farming opportunity. Analyze these three options:

**Option A: EigenLayer AVS Restaking**
- Additional APR: 2.8% (from AVS rewards)
- Slashing risk: 3% of staked amount (annual probability)
- Minimum lock period: 7 days
- Current TVL: $8.2B (highly liquid)
- Accepts stETH as collateral: Yes

**Option B: Symbiotic Protocol Restaking**
- Additional APR: 4.1% (from operator fees)
- Slashing risk: 5% of staked amount (annual probability)
- Minimum lock period: 14 days
- Current TVL: $890M (lower liquidity)
- Accepts stETH as collateral: Yes

**Option C: Maintain Lido stETH Only**
- Additional APR: 0% (baseline)
- Slashing risk: 0% (no additional risk)
- Minimum lock period: 0 days
- Liquid staking token (instant liquidity)
- Accepts stETH as collateral: Yes

**Constraints**
1. Position must be available as collateral within 8 days for the loan (hard requirement)
2. Target minimum net APR after borrowing costs: 1.0%
3. Maximum acceptable slashing risk: 4% of principal

**Task**
Determine which strategy maximizes net return while satisfying all constraints. Consider the arbitrage spread between staking yield and borrow costs. Respond with JSON including core execution fields plus decision rationale and detailed factors.

Schema hint: Provide top-level keys intent, order_type, asset, size, venue, venue_name, rationale, decision_factors along with flattened numeric mirrors (total_staking_apr, borrow_rate, effective_borrow_cost_on_portfolio, net_apr_after_borrow, meets_net_apr_target, slashing_risk_pct, within_risk_tolerance, liquidity_days, meets_collateral_timing, option_c_net_apr_comparison, option_a_outperformance).",meta-llama/llama-4-scout,2,1,1|0|1,0.907|0.651|0.907,0.821,0.907,4390
L8-006,L8,fixed_yield_allocation,"You have 100,000 USDC to deploy into USDe yield strategies.

**Current market conditions:**

Base Rates:
- USDe staking APY: 8.5%
- Aave USDC supply APY: 4.2%
- Aave USDe borrow APY: 6.8%

Pendle Market (PT-USDe expiring in 90 days):
- Implied APY: 12.3%
- Liquidity depth: $45M
- Fixed yield lock until maturity

Loop Parameters:
- Max safe leverage on Aave: 3x (LTV 75%, liquidation threshold 80%)
- Gas costs per loop iteration: ~$8
- Pendle PT purchase slippage on 100K: 0.15%

**Strategy Options:**

A) Simple Stake: Convert to USDe, stake directly (8.5% APY).
B) Leveraged Loop: 3x loop USDe on Aave, stake multiplied amount ((3 × 8.5%) − (2 × 6.8%) = 11.9% APY), risk: liquidation if USDe depegs >2%.
C) Pendle PT: Convert to USDe, buy PT-USDe at 12.3% fixed for 90 days (capital locked).
D) Hybrid: 2x loop on Aave (50K) + Pendle PT (50K) → 11.25% weighted APY, medium diversification.

**Constraints:** medium risk tolerance (avoid >3% depeg exposure), 90-day horizon, priority is maximize APY while staying under 3x leverage.

Which strategy should you execute? Return JSON following the schema hint.",meta-llama/llama-3.3-70b-instruct,1,0,0|0|1,0.279|0.279|1,0.519,0.279,7784
L8-006,L8,fixed_yield_allocation,"You have 100,000 USDC to deploy into USDe yield strategies.

**Current market conditions:**

Base Rates:
- USDe staking APY: 8.5%
- Aave USDC supply APY: 4.2%
- Aave USDe borrow APY: 6.8%

Pendle Market (PT-USDe expiring in 90 days):
- Implied APY: 12.3%
- Liquidity depth: $45M
- Fixed yield lock until maturity

Loop Parameters:
- Max safe leverage on Aave: 3x (LTV 75%, liquidation threshold 80%)
- Gas costs per loop iteration: ~$8
- Pendle PT purchase slippage on 100K: 0.15%

**Strategy Options:**

A) Simple Stake: Convert to USDe, stake directly (8.5% APY).
B) Leveraged Loop: 3x loop USDe on Aave, stake multiplied amount ((3 × 8.5%) − (2 × 6.8%) = 11.9% APY), risk: liquidation if USDe depegs >2%.
C) Pendle PT: Convert to USDe, buy PT-USDe at 12.3% fixed for 90 days (capital locked).
D) Hybrid: 2x loop on Aave (50K) + Pendle PT (50K) → 11.25% weighted APY, medium diversification.

**Constraints:** medium risk tolerance (avoid >3% depeg exposure), 90-day horizon, priority is maximize APY while staying under 3x leverage.

Which strategy should you execute? Return JSON following the schema hint.",meta-llama/llama-4-maverick,2,1,1|0|1,0.891|0.231|0.939,0.687,0.891,3486
L8-007,L8,mev_resilient_unwind,"Execute an MEV-resilient emergency unwind: sell 2,500 stETH to ETH with minimal extraction.

MARKET CONDITIONS:
- Current stETH/ETH spread: 0.25% (stETH trading at discount)
- Recent MEV extraction on unprotected swaps: average 0.8% per trade
- Requirement: Settlement within 15 minutes to meet margin call

VENUE OPTIONS:

[A] CowSwap (MEV-Protected)
- Protocol fee: 0.15%
- Settlement time: 12 minutes (batch auction)
- MEV protection: Full (batch auction mechanism)
- Available liquidity: 2,000 stETH per 12-min batch
- Overflow handling: Queued to next batch (+12 minutes)

[B] 1inch Fusion (Partial Protection)
- Protocol fee: 0.05%
- Settlement time: Instant
- MEV protection: Partial (~50% reduction via intent routing)
- Available liquidity: 5,000 stETH
- MEV extraction after protection: ~0.4% expected

[C] Uniswap V3 (No Protection)
- Pool fee: 0.30%
- Settlement time: Instant
- MEV protection: None
- Available liquidity: 10,000 stETH
- Full MEV exposure: 0.8% expected

CONSTRAINTS:
1. Total cost (fees + MEV + spread) must be minimized
2. Settlement MUST occur within 15 minutes (hard deadline)
3. All 2,500 stETH must be sold in single execution window
4. Cannot split across multiple venues

DYNAMIC FACTORS:
- stETH discount widens by 0.05% per $500k sell pressure
- Your 2,500 stETH ≈ $4.5M at current price (~$1,800/stETH)
- Additional price impact: ~0.35% for this size

COST CALCULATION METHODOLOGY (provide your own calculations):

Common Market Cost Components (apply to all venues, compute on notional):
1. Base spread: 0.25% of notional
2. Price impact: 0.35% of notional
3. Dynamic widening: 0.05% per $500k sell pressure (use order notional to compute increments)

Venue Parameters (you must combine with common costs to get totals):
[A] CowSwap: protocol fee 0.15%, settlement 12 min batch, MEV protection full, capacity 2,000 stETH per batch; overflow queued to next batch (+12 min).
[B] 1inch Fusion: protocol fee 0.05%, settlement instant, MEV protection partial (~0.4% expected extraction), capacity 5,000 stETH.
[C] Uniswap V3: pool fee 0.30%, settlement instant, MEV protection none (~0.8% expected extraction), capacity 10,000 stETH.

Select the optimal venue considering total execution cost, settlement time, capacity, and MEV protection quality. Respond with raw JSON (no code fences) where `expected_value` is the negative USD_total_cost of execution (e.g., -12345) and `unit` MUST be `""USD_total_cost""`. Do not report net proceeds or positive numbers in `expected_value`.",meta-llama/llama-3.3-70b-instruct,1,0,0|0|1,0.232|0.339|0.76,0.444,0.339,7611
L8-007,L8,mev_resilient_unwind,"Execute an MEV-resilient emergency unwind: sell 2,500 stETH to ETH with minimal extraction.

MARKET CONDITIONS:
- Current stETH/ETH spread: 0.25% (stETH trading at discount)
- Recent MEV extraction on unprotected swaps: average 0.8% per trade
- Requirement: Settlement within 15 minutes to meet margin call

VENUE OPTIONS:

[A] CowSwap (MEV-Protected)
- Protocol fee: 0.15%
- Settlement time: 12 minutes (batch auction)
- MEV protection: Full (batch auction mechanism)
- Available liquidity: 2,000 stETH per 12-min batch
- Overflow handling: Queued to next batch (+12 minutes)

[B] 1inch Fusion (Partial Protection)
- Protocol fee: 0.05%
- Settlement time: Instant
- MEV protection: Partial (~50% reduction via intent routing)
- Available liquidity: 5,000 stETH
- MEV extraction after protection: ~0.4% expected

[C] Uniswap V3 (No Protection)
- Pool fee: 0.30%
- Settlement time: Instant
- MEV protection: None
- Available liquidity: 10,000 stETH
- Full MEV exposure: 0.8% expected

CONSTRAINTS:
1. Total cost (fees + MEV + spread) must be minimized
2. Settlement MUST occur within 15 minutes (hard deadline)
3. All 2,500 stETH must be sold in single execution window
4. Cannot split across multiple venues

DYNAMIC FACTORS:
- stETH discount widens by 0.05% per $500k sell pressure
- Your 2,500 stETH ≈ $4.5M at current price (~$1,800/stETH)
- Additional price impact: ~0.35% for this size

COST CALCULATION METHODOLOGY (provide your own calculations):

Common Market Cost Components (apply to all venues, compute on notional):
1. Base spread: 0.25% of notional
2. Price impact: 0.35% of notional
3. Dynamic widening: 0.05% per $500k sell pressure (use order notional to compute increments)

Venue Parameters (you must combine with common costs to get totals):
[A] CowSwap: protocol fee 0.15%, settlement 12 min batch, MEV protection full, capacity 2,000 stETH per batch; overflow queued to next batch (+12 min).
[B] 1inch Fusion: protocol fee 0.05%, settlement instant, MEV protection partial (~0.4% expected extraction), capacity 5,000 stETH.
[C] Uniswap V3: pool fee 0.30%, settlement instant, MEV protection none (~0.8% expected extraction), capacity 10,000 stETH.

Select the optimal venue considering total execution cost, settlement time, capacity, and MEV protection quality. Respond with raw JSON (no code fences) where `expected_value` is the negative USD_total_cost of execution (e.g., -12345) and `unit` MUST be `""USD_total_cost""`. Do not report net proceeds or positive numbers in `expected_value`.",meta-llama/llama-3.1-8b-instruct,2,1,0|1|1,0.32|0.72|0.72,0.587,0.720,5103
L8-008,L8,risk_parity_execution,"You're executing a risk-parity rebalance (buy side only) across BTC, ETH, GLD, and TLT. Calculate the optimal execution strategy.

Required trades:
- Buy 0.5 BTC ($22,500)
- Buy 8 ETH ($22,400)
- Buy 1,200 GLD ($222,000)
- Buy 2,400 TLT ($228,000)

Venue options:
- Coinbase: Crypto only (BTC/ETH), 0.6% fee, instant execution
- Interactive Brokers: All assets including crypto, 0.1% fee, T+2 settlement
- You may use one venue or split across both

Constraints:
- Must execute all 4 legs within same trading day
- Total fees must not exceed $2,000
- Minimize total fees while executing all positions

Assumptions: Fees are charged as a percentage of notional with no minimums. Ignore spreads, slippage, and market impact.

Output your execution plan with:
1. Venue for each asset
2. Fee calculation per trade
3. Total fees
4. Total execution cost (notional + fees)
5. Reasoning for strategy choice",meta-llama/llama-3.3-70b-instruct,2,1,1|0|1,0.713|0|0.713,0.475,0.713,24358
L8-009,L8,cash_and_carry_arbitrage,"ETH perpetual funding rate: +0.08% per 8 hours
ETH spot (Coinbase): $2,450
ETH-PERP (Binance): $2,458

You have $100,000 USDC available.
Binance ETH-PERP is USDT-margined and requires 1x initial margin (no leverage).
Trading fees: 0.02% maker on both venues
Network transfer fee: $2

Should you execute a cash-and-carry arbitrage? If yes, provide your decision, reasoning, and execution approach. Respond in JSON format.",meta-llama/llama-3.3-70b-instruct,1,0,0|0|1,0.484|0.457|1,0.647,0.484,4341
L8-010,L8,collar_min_cost,"You hold 10 BTC currently worth $45,000 each. Construct a 30-day collar that balances downside protection with upside participation under the following market conditions:

Market conditions:
- 30-day ATM implied volatility: 65%
- Recent 30-day realized volatility: 55%
- Put skew is 20-30% more expensive than calls

Available 30-day strikes (per BTC premium, positive = credit received, negative = debit paid):
- Calls: 5% OTM ($47,250) +$850 | 10% OTM ($49,500) +$420
- Puts: 5% OTM ($42,750) -$920 | 10% OTM ($40,500) -$480

Portfolio context:
- Portfolio historically captures ~80% of BTC upside moves
- Historical 30-day BTC move distribution: median +8%, 90th percentile +18%
- Holding period: full 30 days

Objective: choose the collar that minimizes total economic cost (option premium plus opportunity cost from capped upside) while satisfying:
- Avoid overpaying for overpriced puts
- Maintain meaningful downside protection
- Preserve reasonable upside potential

Respond with a JSON object detailing the selected collar.",meta-llama/llama-3.3-70b-instruct,2,1,1|1|0,0.826|0.826|0.471,0.708,0.826,9793
L9-009,L9,l9-L9-009,"Restake 100 stETH across 5 AVSs and pick exactly 3 eligible AVSs by max risk-adjusted return. Net score = headline yield - multiplier × slashing_loss, with all terms in APR percentage points. Eligibility constraints: net score must be at least 6%, slashing multiplier must be ≤3, withdrawal delay must be ≤7 days, and oracle freshness must be ≤30 minutes. Data: A1 yield 8%, slashing 2 × 0.5%, delay 2 days, oracle age 10 minutes; A2 yield 12%, slashing 3 × 1%, delay 7 days, oracle age 25 minutes; A3 yield 6%, slashing 0.5 × 0.2%, delay 1 day, oracle age 5 minutes; A4 yield 15%, slashing 5 × 2%, delay 14 days, oracle age 10 minutes; A5 yield 10%, slashing 2.5 × 0.8%, delay 3 days, oracle age 15 minutes. Return only the unordered set of selected AVS IDs; do not allocate weights across the 100 stETH.",meta-llama/llama-4-maverick,1,0,0|0|1,0|0|1,0.333,0.000,2848
L9-018,L9,l9-L9-018,"Fee APR annualization, bot-only fee capture. A Uniswap V4 hook RWA-T/USDC pool/hook strategy has $12,000,000 active liquidity, $28,000,000 daily volume, and 55% of volume eligible for the incremental fee. Incremental fee is 0.025%; LP capture is 90%, protocol skim is 10%, and keeper/gas/solver overhead is $900 per day. Compare the incremental design vs vanilla Uniswap/Pendle base fees, but expected_value must be only the incremental simple APR percentage: ((daily volume * eligible share * incremental fee * capture * (1 - skim) - daily fixed overhead) * 365) / active liquidity. Check whether incremental APR is positive after a 20% daily-volume stress and oracle age <= 30 minutes; expected_value remains the base-case incremental APR. Exclude compounding, LP-token price drift, base pool fees, and rewards.",meta-llama/llama-4-maverick,1,0,0|0|1,0|0|1,0.333,0.000,1665
L9-020,L9,l9-L9-020,"Refuse-to-trade decision, liquidation backrun during stale oracle window. Evaluate a $1,000,000 USDC opportunity across Uniswap/Aave/Compound, CEX hedge, bridge, oracle, solver, and MEV routes. Execute only if an option has net expected USD profit > 0 and all hard constraints pass: max slippage 0.40%, oracle age <= 60 seconds, settlement <= 12 minutes, and required capital <= $1,000,000. Option A Uniswap v3 ETH to Arb backrun: gross edge $14,200, fixed costs $4,100, slippage 0.52% of notional, expected risk 25.0% * $28,000, oracle age 45 seconds, settlement 9 minutes, required capital $900,000; Option B RFQ solver bridge: gross edge $26,000, fixed costs $5,200, slippage 0.15% of notional, expected risk 6.0% * $420,000, oracle age 38 seconds, settlement 18 minutes, required capital $950,000; Option C CEX hedge plus bridge unwind: gross edge $11,800, fixed costs $4,600, slippage 0.20% of notional, expected risk 3.0% * $300,000, oracle age 72 seconds, settlement 10 minutes, required capital $980,000. For each option, net EV = gross edge - fixed costs - slippage dollars - expected risk loss. Reject hard-constraint violations even if net EV is positive. Return no_action if no option is both positive-EV and feasible.",meta-llama/llama-3.1-8b-instruct,1,0,0|1|0,0|1|0,0.333,0.000,1647
L9-025,L9,l9-L9-025,"Flash-loan exploit EV triage, thin liquidation book with high loan fee. A white-hat simulation considers a $8,000,000 USDC flash loan through Uniswap/Aave, with oracle manipulation, liquidations, MEV auction risk, and CEX hedge unwind. Gross liquidation profit if the bundle lands is $620,000. Costs on success: flash loan fee 0.09% of loan, gas $52,000, slippage $76,000, MEV payment $65,000. Success probability is 68%; if it fails or is frontrun, realized loss is flash-loan fee + gas + extra protection cost $60,000 and no liquidation profit. Hard constraints: oracle age <= 45 seconds, liquidation liquidity >= $640,000, and expected EV must be > 0 to execute. Current oracle age 35 seconds and liquidation liquidity $900,000. Compute expected_value as probability-weighted USD EV after all costs; abstain only if EV <= 0 or a hard constraint fails.",meta-llama/llama-4-maverick,2,1,1|0|1,1|0|1,0.667,1.000,3501
L9-025,L9,l9-L9-025,"Flash-loan exploit EV triage, thin liquidation book with high loan fee. A white-hat simulation considers a $8,000,000 USDC flash loan through Uniswap/Aave, with oracle manipulation, liquidations, MEV auction risk, and CEX hedge unwind. Gross liquidation profit if the bundle lands is $620,000. Costs on success: flash loan fee 0.09% of loan, gas $52,000, slippage $76,000, MEV payment $65,000. Success probability is 68%; if it fails or is frontrun, realized loss is flash-loan fee + gas + extra protection cost $60,000 and no liquidation profit. Hard constraints: oracle age <= 45 seconds, liquidation liquidity >= $640,000, and expected EV must be > 0 to execute. Current oracle age 35 seconds and liquidation liquidity $900,000. Compute expected_value as probability-weighted USD EV after all costs; abstain only if EV <= 0 or a hard constraint fails.",meta-llama/llama-4-scout,1,0,1|0|0,1|0|0,0.333,0.000,1806
L9-028,L9,l9-L9-028,"Refuse-to-trade decision, basis unwind while bridge queue is congested. Evaluate a $650,000 ETH opportunity across Uniswap/Aave/Compound, CEX hedge, bridge, oracle, solver, and MEV routes. Execute only if an option has net expected USD profit > 0 and all hard constraints pass: max slippage 0.35%, oracle age <= 45 seconds, settlement <= 10 minutes, and required capital <= $650,000. Option A Across solver hedge: gross edge $9,800, fixed costs $2,100, slippage 0.41% of notional, expected risk 8.0% * $90,000, oracle age 32 seconds, settlement 8 minutes, required capital $640,000; Option B CEX spot sale then bridge repay: gross edge $16,200, fixed costs $4,200, slippage 0.18% of notional, expected risk 4.0% * $360,000, oracle age 40 seconds, settlement 13 minutes, required capital $610,000; Option C Uniswap pool exit: gross edge $7,200, fixed costs $2,500, slippage 0.26% of notional, expected risk 10.0% * $70,000, oracle age 51 seconds, settlement 9 minutes, required capital $620,000. For each option, net EV = gross edge - fixed costs - slippage dollars - expected risk loss. Reject hard-constraint violations even if net EV is positive. Return no_action if no option is both positive-EV and feasible.",meta-llama/llama-3.1-8b-instruct,1,0,1|0|0,1|0|0,0.333,0.000,1511
L9-032,L9,l9-L9-032,"Staking/restaking risk selection, low-risk ETH AVS filter. Restake 80 ETH across EigenLayer/Symbiotic-style AVSs and pick exactly 3 eligible AVSs by highest risk-adjusted APR. Net score = headline yield - operator fee - slashing multiplier * expected slashing loss, all in APR percentage points. Eligibility constraints: net score >= 4.8%, slashing multiplier <= 2.8, withdrawal delay <= 6 days, oracle freshness <= 20 minutes, and capacity >= 80 ETH. Data: A1 yield 6.8%, operator fee 0.2%, slashing 1.2 x 0.5%, delay 2 days, oracle age 8 minutes, capacity 90 ETH; A2 yield 9.6%, operator fee 0.6%, slashing 3 x 0.7%, delay 5 days, oracle age 12 minutes, capacity 120 ETH; A3 yield 7.2%, operator fee 0.4%, slashing 1.5 x 0.4%, delay 4 days, oracle age 18 minutes, capacity 100 ETH; A4 yield 11%, operator fee 0.9%, slashing 2.4 x 1.1%, delay 7 days, oracle age 15 minutes, capacity 200 ETH; A5 yield 5.9%, operator fee 0.1%, slashing 0.8 x 0.4%, delay 1 days, oracle age 10 minutes, capacity 85 ETH. Return only the unordered set of selected AVS IDs; do not allocate weights, and reject any AVS that fails a hard constraint even if its yield is high.",meta-llama/llama-4-scout,2,1,0|1|1,0|1|1,0.667,1.000,1539
L9-037,L9,l9-L9-037,"Carry basis funding arbitrage, very high funding but thin spot. Compare execute vs no-action for a delta-neutral HYPE trade across Base spot inventory vs Hyperliquid HYPE-PERP, with USDC collateral on Base/ETH and a bridge unwind through Arb. Capital $400,000, trade notional $1,000,000, horizon 1.5 days. The perp is richer than spot by 0.28%; positive funding means the short perp receives 0.078% per 8 hours. Fees and slippage across spot, perp, bridge, gas, and solver are 0.32% of notional plus $120 fixed. Borrow drag is 14.0% APR for the horizon and liquidation buffer reserve is $1,900. Execute only if net annualized return on equity is > 25%, slippage stays <= 0.35%, and the bridge window is <= 12 hours; otherwise return no_action. Compute expected_value as annualized APR percentage for the best feasible action: (basis capture + funding - percent costs - fixed costs - borrow drag - buffer reserve) / capital * 365 / days.",meta-llama/llama-4-scout,1,0,0|0|1,0|0|1,0.333,0.000,1338
L9-040,L9,l9-L9-040,"Staking/restaking risk selection, capacity-constrained large restake. Restake 250 stETH across EigenLayer/Symbiotic-style AVSs and pick exactly 3 eligible AVSs by highest risk-adjusted APR. Net score = headline yield - operator fee - slashing multiplier * expected slashing loss, all in APR percentage points. Eligibility constraints: net score >= 6.2%, slashing multiplier <= 3, withdrawal delay <= 10 days, oracle freshness <= 30 minutes, and capacity >= 250 stETH. Data: A1 yield 8.8%, operator fee 0.5%, slashing 2 x 0.6%, delay 8 days, oracle age 14 minutes, capacity 300 stETH; A2 yield 14%, operator fee 1.2%, slashing 3.2 x 1.2%, delay 9 days, oracle age 20 minutes, capacity 500 stETH; A3 yield 9.1%, operator fee 0.4%, slashing 1.6 x 0.7%, delay 5 days, oracle age 24 minutes, capacity 260 stETH; A4 yield 7.5%, operator fee 0.3%, slashing 1.1 x 0.5%, delay 4 days, oracle age 12 minutes, capacity 200 stETH; A5 yield 10.8%, operator fee 0.8%, slashing 2.4 x 0.8%, delay 6 days, oracle age 18 minutes, capacity 350 stETH. Return only the unordered set of selected AVS IDs; do not allocate weights, and reject any AVS that fails a hard constraint even if its yield is high.",meta-llama/llama-4-scout,2,1,1|1|0,1|1|0,0.667,1.000,2964
