question_id,level,rubric_id,prompt,pass_count,avg_score,passed_models,failed_models
L9-032,L9,l9-L9-032,"Staking/restaking risk selection, low-risk ETH AVS filter. Restake 80 ETH across EigenLayer/Symbiotic-style AVSs and pick exactly 3 eligible AVSs by highest risk-adjusted APR. Net score = headline yield - operator fee - slashing multiplier * expected slashing loss, all in APR percentage points. Eligibility constraints: net score >= 4.8%, slashing multiplier <= 2.8, withdrawal delay <= 6 days, oracle freshness <= 20 minutes, and capacity >= 80 ETH. Data: A1 yield 6.8%, operator fee 0.2%, slashing 1.2 x 0.5%, delay 2 days, oracle age 8 minutes, capacity 90 ETH; A2 yield 9.6%, operator fee 0.6%, slashing 3 x 0.7%, delay 5 days, oracle age 12 minutes, capacity 120 ETH; A3 yield 7.2%, operator fee 0.4%, slashing 1.5 x 0.4%, delay 4 days, oracle age 18 minutes, capacity 100 ETH; A4 yield 11%, operator fee 0.9%, slashing 2.4 x 1.1%, delay 7 days, oracle age 15 minutes, capacity 200 ETH; A5 yield 5.9%, operator fee 0.1%, slashing 0.8 x 0.4%, delay 1 days, oracle age 10 minutes, capacity 85 ETH. Return only the unordered set of selected AVS IDs; do not allocate weights, and reject any AVS that fails a hard constraint even if its yield is high.",2,1.000,mistralai/mistral-medium-3-5;mistralai/mistral-small-2603,
L9-048,L9,l9-L9-048,"Staking/restaking risk selection, fast-withdrawal AVS basket. Restake 60 ETH across EigenLayer/Symbiotic-style AVSs and pick exactly 3 eligible AVSs by highest risk-adjusted APR. Net score = headline yield - operator fee - slashing multiplier * expected slashing loss, all in APR percentage points. Eligibility constraints: net score >= 5%, slashing multiplier <= 2.5, withdrawal delay <= 5 days, oracle freshness <= 18 minutes, and capacity >= 60 ETH. Data: A1 yield 6.4%, operator fee 0.2%, slashing 1 x 0.5%, delay 2 days, oracle age 8 minutes, capacity 80 ETH; A2 yield 8.9%, operator fee 0.5%, slashing 2.1 x 0.7%, delay 4 days, oracle age 15 minutes, capacity 100 ETH; A3 yield 10.2%, operator fee 0.8%, slashing 2.7 x 0.8%, delay 4 days, oracle age 12 minutes, capacity 120 ETH; A4 yield 7.1%, operator fee 0.3%, slashing 1.6 x 0.6%, delay 6 days, oracle age 10 minutes, capacity 70 ETH; A5 yield 7.8%, operator fee 0.4%, slashing 1.8 x 0.5%, delay 3 days, oracle age 16 minutes, capacity 65 ETH. Return only the unordered set of selected AVS IDs; do not allocate weights, and reject any AVS that fails a hard constraint even if its yield is high.",2,1.000,mistralai/mistral-medium-3-5;mistralai/mistral-small-2603,
L9-056,L9,l9-L9-056,"Staking/restaking risk selection, post-incident conservative restake. Restake 180 stETH across EigenLayer/Symbiotic-style AVSs and pick exactly 3 eligible AVSs by highest risk-adjusted APR. Net score = headline yield - operator fee - slashing multiplier * expected slashing loss, all in APR percentage points. Eligibility constraints: net score >= 6.5%, slashing multiplier <= 3, withdrawal delay <= 7 days, oracle freshness <= 22 minutes, and capacity >= 180 stETH. Data: A1 yield 8.2%, operator fee 0.4%, slashing 1.8 x 0.7%, delay 5 days, oracle age 12 minutes, capacity 220 stETH; A2 yield 12.5%, operator fee 0.9%, slashing 3.1 x 1%, delay 6 days, oracle age 20 minutes, capacity 260 stETH; A3 yield 9.7%, operator fee 0.6%, slashing 2 x 0.8%, delay 4 days, oracle age 18 minutes, capacity 200 stETH; A4 yield 7.8%, operator fee 0.3%, slashing 1.2 x 0.5%, delay 3 days, oracle age 10 minutes, capacity 190 stETH; A5 yield 10.9%, operator fee 0.7%, slashing 2.4 x 0.9%, delay 8 days, oracle age 16 minutes, capacity 300 stETH. Return only the unordered set of selected AVS IDs; do not allocate weights, and reject any AVS that fails a hard constraint even if its yield is high.",2,1.000,mistralai/mistral-medium-3-5;mistralai/mistral-small-2603,
L9-064,L9,l9-L9-064,"Staking/restaking risk selection, rETH AVS basket with high-yield multiplier traps. Restake 120 rETH across EigenLayer/Symbiotic-style AVSs and pick exactly 3 eligible AVSs by highest risk-adjusted APR. Net score = headline yield - operator fee - slashing multiplier * expected slashing loss, all in APR percentage points. Eligibility constraints: net score >= 5.8%, slashing multiplier <= 3, withdrawal delay <= 7 days, oracle freshness <= 25 minutes, and capacity >= 120 rETH. Data: R1 yield 8.1%, operator fee 0.4%, slashing 1.4 x 0.6%, delay 4 days, oracle age 12 minutes, capacity 150 rETH; R2 yield 11.4%, operator fee 0.9%, slashing 2.8 x 0.9%, delay 7 days, oracle age 18 minutes, capacity 180 rETH; R3 yield 9.2%, operator fee 0.5%, slashing 1.7 x 0.7%, delay 5 days, oracle age 21 minutes, capacity 140 rETH; R4 yield 13%, operator fee 0.8%, slashing 3.4 x 1.1%, delay 6 days, oracle age 10 minutes, capacity 240 rETH; R5 yield 7%, operator fee 0.2%, slashing 0.9 x 0.5%, delay 9 days, oracle age 9 minutes, capacity 130 rETH; R6 yield 10%, operator fee 0.7%, slashing 2.2 x 0.8%, delay 6 days, oracle age 28 minutes, capacity 170 rETH. Return only the unordered set of selected AVS IDs; do not allocate weights, and reject any AVS that fails a hard constraint even if its yield is high.",2,1.000,mistralai/mistral-medium-3-5;mistralai/mistral-small-2603,
L9-068,L9,l9-L9-068,"Refuse-to-trade decision, stablecoin depeg backrun where only invalid paths look profitable. Evaluate a $900,000 USDC opportunity across Uniswap/Aave/Compound, CEX hedge, bridge, oracle, solver, and MEV routes. Execute only if an option has net expected USD profit > 0 and all hard constraints pass: max slippage 0.32%, oracle age <= 50 seconds, settlement <= 9 minutes, and required capital <= $900,000. Option A Uniswap backrun: gross edge $15,000, fixed costs $3,500, slippage 0.38% of notional, expected risk 6% * $130,000, oracle age 42 seconds, settlement 7 minutes, required capital $880,000; Option B RFQ bridge solver: gross edge $24,000, fixed costs $5,200, slippage 0.12% of notional, expected risk 4% * $480,000, oracle age 35 seconds, settlement 12 minutes, required capital $890,000; Option C CEX hedge bridge unwind: gross edge $10,500, fixed costs $3,200, slippage 0.21% of notional, expected risk 2% * $220,000, oracle age 62 seconds, settlement 8 minutes, required capital $870,000; Option D private relay fill: gross edge $8,500, fixed costs $2,100, slippage 0.28% of notional, expected risk 10% * $80,000, oracle age 39 seconds, settlement 7 minutes, required capital $760,000. For each option, net EV = gross edge - fixed costs - slippage dollars - expected risk loss. Reject hard-constraint violations even if net EV is positive. Return no_action if no option is both positive-EV and feasible, and report top-level expected_value = 0 only when abstaining.",2,1.000,mistralai/mistral-medium-3-5;mistralai/mistral-small-2603,
L9-072,L9,l9-L9-072,"Staking/restaking risk selection, capacity-constrained cbETH restake after operator migration. Restake 200 cbETH across EigenLayer/Symbiotic-style AVSs and pick exactly 3 eligible AVSs by highest risk-adjusted APR. Net score = headline yield - operator fee - slashing multiplier * expected slashing loss, all in APR percentage points. Eligibility constraints: net score >= 6%, slashing multiplier <= 3.2, withdrawal delay <= 8 days, oracle freshness <= 22 minutes, and capacity >= 200 cbETH. Data: N1 yield 8.6%, operator fee 0.5%, slashing 1.5 x 0.7%, delay 5 days, oracle age 10 minutes, capacity 240 cbETH; N2 yield 12.8%, operator fee 1%, slashing 3 x 1%, delay 8 days, oracle age 21 minutes, capacity 300 cbETH; N3 yield 10.4%, operator fee 0.6%, slashing 2.1 x 0.8%, delay 6 days, oracle age 18 minutes, capacity 230 cbETH; N4 yield 9.1%, operator fee 0.4%, slashing 1.2 x 0.6%, delay 4 days, oracle age 9 minutes, capacity 180 cbETH; N5 yield 14.2%, operator fee 1.1%, slashing 3.6 x 1.2%, delay 7 days, oracle age 20 minutes, capacity 420 cbETH; N6 yield 7.4%, operator fee 0.2%, slashing 0.8 x 0.5%, delay 9 days, oracle age 8 minutes, capacity 220 cbETH. Return only the unordered set of selected AVS IDs; do not allocate weights, and reject any AVS that fails a hard constraint even if its yield is high.",2,1.000,mistralai/mistral-medium-3-5;mistralai/mistral-small-2603,
L9-076,L9,l9-L9-076,"Refuse-to-trade decision, BTC collateral seizure during custody withdrawal delay. Evaluate a $1,600,000 BTC opportunity across Uniswap/Aave/Compound, CEX hedge, bridge, oracle, solver, and MEV routes. Execute only if an option has net expected USD profit > 0 and all hard constraints pass: max slippage 0.25%, oracle age <= 40 seconds, settlement <= 12 minutes, and required capital <= $1,600,000. Option A CEX hedge then bridge: gross edge $42,000, fixed costs $12,000, slippage 0.27% of notional, expected risk 5% * $500,000, oracle age 34 seconds, settlement 10 minutes, required capital $1,550,000; Option B custody RFQ unwind: gross edge $55,000, fixed costs $18,000, slippage 0.16% of notional, expected risk 8% * $460,000, oracle age 32 seconds, settlement 15 minutes, required capital $1,500,000; Option C Uniswap WBTC seize route: gross edge $33,000, fixed costs $8,800, slippage 0.21% of notional, expected risk 6% * $300,000, oracle age 45 seconds, settlement 11 minutes, required capital $1,580,000; Option D solver auction route: gross edge $22,000, fixed costs $7,600, slippage 0.12% of notional, expected risk 7% * $260,000, oracle age 36 seconds, settlement 9 minutes, required capital $1,400,000. For each option, net EV = gross edge - fixed costs - slippage dollars - expected risk loss. Reject hard-constraint violations even if net EV is positive. Return no_action if no option is both positive-EV and feasible, and report top-level expected_value = 0 only when abstaining.",2,1.000,mistralai/mistral-medium-3-5;mistralai/mistral-small-2603,
L9-080,L9,l9-L9-080,"Staking/restaking risk selection, fast-withdrawal wstETH AVS rotation. Restake 90 wstETH across EigenLayer/Symbiotic-style AVSs and pick exactly 3 eligible AVSs by highest risk-adjusted APR. Net score = headline yield - operator fee - slashing multiplier * expected slashing loss, all in APR percentage points. Eligibility constraints: net score >= 5.6%, slashing multiplier <= 2.7, withdrawal delay <= 6 days, oracle freshness <= 18 minutes, and capacity >= 90 wstETH. Data: V1 yield 7.3%, operator fee 0.3%, slashing 1.1 x 0.5%, delay 3 days, oracle age 9 minutes, capacity 110 wstETH; V2 yield 9.8%, operator fee 0.7%, slashing 2.4 x 0.8%, delay 6 days, oracle age 15 minutes, capacity 130 wstETH; V3 yield 8.9%, operator fee 0.5%, slashing 1.8 x 0.7%, delay 5 days, oracle age 12 minutes, capacity 100 wstETH; V4 yield 11.6%, operator fee 0.9%, slashing 2.9 x 1%, delay 4 days, oracle age 10 minutes, capacity 160 wstETH; V5 yield 6.6%, operator fee 0.2%, slashing 0.7 x 0.4%, delay 2 days, oracle age 8 minutes, capacity 80 wstETH; V6 yield 8.1%, operator fee 0.4%, slashing 1.5 x 0.6%, delay 4 days, oracle age 20 minutes, capacity 120 wstETH. Return only the unordered set of selected AVS IDs; do not allocate weights, and reject any AVS that fails a hard constraint even if its yield is high.",2,1.000,mistralai/mistral-medium-3-5;mistralai/mistral-small-2603,
L10-037,L10,l10-L10-037,"Ethereum's next major upgrade occurs in 30 days. You manage $4,000,000 across spot ETH, CME futures, perpetuals, and options. The market quotes CME basis at 2.4%, perpetual funding at 11.0% APR, and implied volatility at 58%. Use this required risk-balanced allocation and deterministic 60-day return model: - 35% spot ETH with a +28% upgrade-cycle base case. - 30% CME basis trade earning the full +2.4% basis convergence. - 20% perpetual funding leg earning 11.0% APR prorated over 60 days. - 15% options convexity leg earning +55% net after premium. For this scenario, realized volatility is assumed to exceed implied volatility, so the +55% options payoff is active, not conditional. The options leg includes a put spread that caps total portfolio drawdown below 14% in the stress case; ignore additional fees and financing. Compute total portfolio return as the weighted sum of the four deterministic leg returns. Design the multi-leg strategy and report expected percent return over 60 days.",2,1.000,mistralai/mistral-medium-3-5;mistralai/mistral-small-2603,
L10-039,L10,l10-L10-039,"Operate a Lightning routing node managing $1,200,000 BTC liquidity. Current state: 21 BTC across 38 channels, 88% payment success, 0.13% fee rate, $14,000,000 monthly successful routed volume, and 12% failures due to inbound imbalance. Objectives: - Reach 95% payment success. - Keep total channels at or below 55. - Spend no more than $4,000 in one-time on-chain rebalancing. - Grow final successful routed volume to exactly $28,000,000 per month at the same 0.13% fee rate. For this scenario, the $14,000,000 baseline is already successful routed volume, not attempted volume. Rebalancing costs are one-time and excluded from monthly revenue. Direct merchant channels and inbound leases should be sized so final successful routed volume is exactly $28,000,000 per month; do not apply any extra volume multiplier beyond that target. Devise the channel and rebalancing plan meeting the objectives and report expected monthly routing revenue. Optimize for satisfying all stated channel, success-rate, and rebalancing constraints while calculating revenue from final successful routed volume at the fee rate.",2,1.000,mistralai/mistral-medium-3-5;mistralai/mistral-small-2603,
L10-047,L10,l10-L10-047,"Operate an Ethereum validator fleet with 1,200 validators (38,400 ETH) at ETH = $3,200. Current effective uptime is 96.8%, relay diversity is weak, and missed-attestation penalties are rising. Target: restore effective uptime to 99.2% and reach 15% ROI within six months under a $180,000 budget. For this scenario, ROI means incremental six-month net profit divided by the upgrade spend selected for the plan, not return on validator principal. Upgrade options: 1. Relay diversity automation ($40,000) contributing to the uptime target. 2. DVT failover cluster ($55,000) contributing to the uptime target. 3. MEV-Boost tuning ($10,000) adding six-month net MEV profit. 4. Lower operator fee from 8% to 6%, stabilizing delegations but with no direct six-month incremental-profit credit. 5. Premium RPC endpoint ($120,000) evaluated on year-one economics and not part of the six-month ROI numerator. Economic constants: the relay diversity + DVT failover + MEV tuning package costs $105,000; restoring uptime from 96.8% to 99.2% adds $9,450 of six-month net profit; MEV tuning adds $6,300 of six-month net profit after setup effects. Premium RPC is outside the six-month numerator. Devise a three-phase plan within budget and report six-month ROI percentage.",2,1.000,mistralai/mistral-medium-3-5;mistralai/mistral-small-2603,
L10-059,L10,l10-L10-059,"A treasury holds a $32,000,000 stablecoin basket: - 40% USDC. - 25% DAI. - 20% FRAX. - 15% TUSD. New risk policy requires the following target basket based on the starting $32,000,000 notional: 30% USDC, 30% DAI, 15% FRAX, and 25% tokenized T-bills. TUSD must be fully exited. Execution costs: - Selling USDC costs 0.05% of USDC sold. - Buying DAI costs 0.08% of DAI bought. - Selling FRAX costs 0.35% of FRAX sold. - Selling TUSD costs 2.20% of TUSD sold. - Minting tokenized T-bills costs 0.02% of T-bills bought. Ignore price drift and yield. Compute the final basket value after all execution costs and report it in USD.",2,1.000,mistralai/mistral-medium-3-5;mistralai/mistral-small-2603,
L10-063,L10,l10-L10-063,"Sell 1,200,000 XYZ at a reference price of $6.40 over six hourly TWAP buckets. Forecast market volume by hour is: 1. 1,000,000 XYZ 2. 1,600,000 XYZ 3. 2,400,000 XYZ 4. 2,000,000 XYZ 5. 1,400,000 XYZ 6. 800,000 XYZ Lit-market participation may not exceed 12% of each hour's volume. Lit execution impact cost in an hour equals 0.45% * (participation rate / 10%)^2 of that hour's sold notional. Any unsold residual after using lit capacity can be crossed in a final dark-pool block at a 2.10% haircut to reference price. Because the lit impact at the 12% cap is cheaper than the dark-pool haircut, use all available lit capacity before the dark block. Compute expected total proceeds after lit impact and dark-pool haircut, and report proceeds in USD.",2,0.850,mistralai/mistral-medium-3-5;mistralai/mistral-small-2603,
AGI-024,L11/AGI,agi-AGI-024,"You must buy 50,000 ABC before an information event. A copy-trading bot worsens the remaining public book after it sees an aggressive parent order above 10,000 ABC, while private fills update no public footprint. Raw execution primitives: - Dark_RFQ can fill 15,000 ABC at $1.206 all-in if committed before T+20s; it is not visible to the copy bot. - Internalizer can fill 18,000 ABC at $1.2075 all-in if committed before T+45s; it is not visible to the copy bot. - RFQ_A can fill 10,000 ABC at $1.209 all-in if committed before T+70s; it is not visible to the copy bot. - A hidden public iceberg can absorb up to 7,000 ABC at $1.204 before the event. Any larger public parent becomes visible and can reprice the rest of the order. - Current mid is $1.2. Every committed child must finish inside the event window. Design the execution route from these primitives. The answer must reconcile route order, venue fills, hidden-public size, all-in average price, slippage versus mid, and a self-check that the copied-flow trigger is not activated. Output JSON fields: intent, chosen_strategy, execution_sequence, venue_fills, hidden_public_qty, expected_avg_price, expected_slippage_pct, self_check.",2,0.727,mistralai/mistral-medium-3-5;mistralai/mistral-small-2603,
AGI-092,L11/AGI,agi-AGI-092,"Stable yield holdout. Allocate $100,000 for 90 days across five protocol venues with APY, tail-loss, cap, and exit-window differences. Venue signals after tail losses and hedge drag: Aave_USDC: cap 20000, net APY signal 7.04%, 48h-liquid; Curve_3pool: cap 30000, net APY signal 8.14%, 48h-liquid; Ethena_USDe: cap 20000, net APY signal 9.24%, term/slow-exit; GMX_GLP: cap 30000, net APY signal 10.34%, term/slow-exit; a fifth uncapped-looking venue has lower net APY and enters a redemption queue above $10,000. A public allocator that exceeds a fragile venue threshold is queued behind mercenary withdrawals. At least half the capital must be liquid inside 48 hours, and no allocation may use a tier that enters the adversarial queue. Maximize risk-adjusted 90-day dollars from the listed opportunity set. Output JSON fields: intent, chosen_strategy, allocation_usd, expected_net_apy_pct, expected_90d_profit_usd, liquidity_48h_usd.",2,0.778,mistralai/mistral-medium-3-5;mistralai/mistral-small-2603,
