id,rubric_id,tier_tagged,tier_observed,tier_variance,answer_key_verdict,problem_rubric_hash,solution_hash,full_review_hash,canonical_grade_pass,canonical_grade_score,canonical_grade_confidence,primary_domain,capability_tag,scenario_family,feasibility_trap,required_fields,validation_fields,notes
SB-L9-002,stockbench-l9-002,L9,L9,0,VERIFIED,77bcb3959995b1ef5df8be8cae78d3b21877ba9fe0cec79e513e8af7516247c0,c7f08aa23de45721d98b5b1c31471e4e606955e940c6aa7381afa34b06b9a9ca,0cdf768c946704ec2465816db2cf95d925d25bb08f075c1fb92b8dab9f6fa5c7,true,1,1,Shorting / borrow / margin / locates,execution_action_quality,short_locate_failure,true,decision|chosen_strategy|short_shares|put_contracts|premium_paid|bearish_delta_shares|feasibility|rejected_routes,decision|chosen_strategy|short_shares|put_contracts|premium_paid|bearish_delta_shares|feasibility|rejected_routes,
SB-L9-003,stockbench-l9-003,L9,L9,0,VERIFIED,e63bd6a6473af9f889d9cf955f3215236c266c6513ab27db80e7369a67351d26,22d92de1e354b03a19712e9cb16d54a970d6d0e1c192121d3f16d9da3877bba9,684a130db9b2e6d553664adc4d0d8113d96e61e9cd3054f70f0c21129a5860f8,true,1,1,Listed options strategy / Greeks,execution_action_quality,put_spread_downside_floor,false,decision|chosen_strategy|buy_put_strike|sell_put_strike|contracts|net_premium_paid|scenario_pnl_usd|feasibility|rejected_routes,decision|chosen_strategy|buy_put_strike|sell_put_strike|contracts|net_premium_paid|scenario_pnl_usd|feasibility|rejected_routes,
SB-L9-004,stockbench-l9-004,L9,L9,0,VERIFIED,0af745c2bed5d4577266bb0d1d210bfaa7de524d7a29cacdb1f5ce32a016fd65,1bfa85c3ba41ab0a69dc5200b6a45f068e2f603dd361dbff0bad02d681f10700,95de57f750a47f8e896c3e72207a16382ed860cdf065b6519510f0f0bbb45d29,true,1,1,Spot FX / CFDs / multi-currency,judgment_risk_augmentation,fx_settlement_mismatch,true,decision|chosen_route|eur_amount|usd_cost|settlement_date|feasibility|rejected_routes,decision|chosen_route|eur_amount|usd_cost|settlement_date|feasibility|rejected_routes,
SB-L9-005,stockbench-l9-005,L9,L9,0,VERIFIED,8b1240083bf018206e6a2b973de3a8971c0c9f4525a084f54cac03b8903a1bcf,d90237f74c1be3aa8b058c52641cbf210df0ee455a58072fac910344b97f358d,7b2fb533e1f7d0ce65a1abc97eda77746f04fbfc65e3907f463ce4885cc0f3e1,true,1,1,Portfolio risk / rebalancing,judgment_risk_augmentation,cross_asset_beta_trim,false,decision|chosen_strategy|es_contracts|mes_contracts|beta_reduction_usd|beta_reduction_pct|margin_used|expected_cost|feasibility|rejected_routes,decision|chosen_strategy|es_contracts|mes_contracts|beta_reduction_usd|beta_reduction_pct|margin_used|expected_cost|feasibility|rejected_routes,
SB-L9-006,stockbench-l9-006,L9,L9,0,VERIFIED,1b33e5470c1369bf0f887960210d7e2786bf57eb0ea4b27b304ddea0e4ede121,ccac6407b7d0f7214380387605fe1467dac6b8bd6f0cacf06aa42c3125eec8fa,d27a972df647ce993bd2bf006203b815fdca03b7e085936bafb6ce94bc4026d6,true,1,1,Execution / liquidity / microstructure,execution_action_quality,order_book_liquidity_limit,true,decision|instrument|side|filled_shares|average_price|limit_price|feasibility|rejected_routes,decision|instrument|side|filled_shares|average_price|limit_price|feasibility|rejected_routes,
SB-L9-007,stockbench-l9-007,L9,L9,0,VERIFIED,2f3d0b0c95ccdb706a2fc90a49ea8dae602f4123d40f6416e9c16fe57d8c4c1b,b5cfcae3965715bfeb4430eee9faa6dd7a675ce330427db7fcc265cc0c9d0437,3fb2c5f89d369bbf2ed2569accbaff5be7caf061822ea5bae856205047a70bf0,true,1,1,Corporate actions / settlement / calendar / jurisdiction,judgment_risk_augmentation,ex_dividend_adjustment,true,decision|instrument|adjusted_stop_price|option_strike_adjusted|option_strike_after|feasibility|rejected_routes,decision|instrument|adjusted_stop_price|option_strike_adjusted|option_strike_after|feasibility|rejected_routes,
SB-L10-001,stockbench-l10-001,L10,L10,0,VERIFIED,71fb010996ce579c0cac830549d17fe4ad976bc65f74292b9e0ff27a8a82d6e2,27be5fc9d75402804a509245d14b804c16b47b5e2bd84f107a43d3905871f825,24dc3fdd31e3e948e2de362877595f169b06f4e82bee4b9036da69c864b56119,true,1,1,Listed options strategy / Greeks,execution_action_quality,collar_plus_futures_overlay,false,decision|chosen_strategy|put_strike|call_strike|contracts|net_premium_paid|shock_pnl_usd|feasibility|rejected_routes,decision|chosen_strategy|put_strike|call_strike|contracts|net_premium_paid|shock_pnl_usd|feasibility|rejected_routes,
SB-L10-002,stockbench-l10-002,L10,L10,0,VERIFIED,c52cc7c6481892e5dfb4b2fa1513b00560b000bf0fec0368c692e0b2024c4f17,c64de71bcd97d77d014d46c8f87aca4f897c9089edbfb7148c10cee19e44bf88,4dd33086ae553edbe1e48ba49c06bec55f1cc48f4824ab3af00f92b6e57bc90d,true,1,1,Futures / commodities / spreads / rolls,execution_action_quality,futures_roll_calendar,true,decision|chosen_strategy|sell_contract|buy_contract|contracts|roll_debit_usd|fees_usd|total_cost_usd|feasibility|rejected_routes,decision|chosen_strategy|sell_contract|buy_contract|contracts|roll_debit_usd|fees_usd|total_cost_usd|feasibility|rejected_routes,
SB-L10-003,stockbench-l10-003,L10,L10,0,VERIFIED,55299aeda9319ec3b4542beb12c6de88e8041f61644ff4916f3f1ad00e921e7a,a9f8a5905fd5bd4193a7036c7c53b3c081452901dced721ad79554e62b0da9db,72eca23fdcc771b1578c8b9a0ebada4b3f27e07f1f53e8359686c47d7bcfa7ae,true,1,1,Shorting / borrow / margin / locates,execution_action_quality,hard_to_borrow_margin_recall,true,decision|chosen_strategy|buy_to_cover_shares|put_contracts|cash_used|bearish_delta_shares|feasibility|rejected_routes,decision|chosen_strategy|buy_to_cover_shares|put_contracts|cash_used|bearish_delta_shares|feasibility|rejected_routes,
SB-L10-004,stockbench-l10-004,L10,L10,0,VERIFIED,04946b9401fa6d3fafd2cd2454a46e158a680b1b0752beb18172ce301a842d85,3cc2f08d31ddf969bef1d0aa29767197304b118af0333eca13acf2e9bb9d06c2,400b0f38d7070c21043678a4c35922edf45cbadb211b063e31f02657622d69ef,true,1,1,Portfolio risk / rebalancing,judgment_risk_augmentation,multi_asset_drawdown_hedge,false,decision|chosen_strategy|es_contracts|beta_reduction_usd|beta_reduction_pct|margin_used|expected_cost|feasibility|rejected_routes,decision|chosen_strategy|es_contracts|beta_reduction_usd|beta_reduction_pct|margin_used|expected_cost|feasibility|rejected_routes,
SB-L10-005,stockbench-l10-005,L10,L10,0,VERIFIED,108a8be8d7323300754559e0e7760c192891b843b9ffc6edcee0f764a2a67ca4,88030d6783bfc73c7bce2f6c649bf372fe7a1093e6f0a67c95c0a446a9ba4d0c,d7c0aaa28a65d815d3b7fb51668f16ef61a67d0f6387dd20d95ee07d29ac3018,true,1,1,Spot equities / ETFs,execution_action_quality,etf_sector_rebalance_t_plus_one,true,decision|chosen_strategy|sell_instrument|sell_shares|buy_instrument|buy_shares|settlement_date|net_settlement_cash_usd|feasibility|rejected_routes,decision|chosen_strategy|sell_instrument|sell_shares|buy_instrument|buy_shares|settlement_date|net_settlement_cash_usd|feasibility|rejected_routes,
SB-L10-006,stockbench-l10-006,L10,L10,0,VERIFIED,be18197e538ed0c86329b57e0b1351a649043195051609e3ea4377109823c8da,cbf182148198eaff5591dc0806b9c81af96cac462bfdf8da7208a5136187cea9,d9741b1fd02e0e5ca9991cfcfff00a9001fc50b67250582ec8b2ddaa12e28306,true,1,1,Listed options strategy / Greeks,execution_action_quality,early_assignment_dividend_risk,true,decision|chosen_strategy|buy_to_close_contracts|sell_to_open_contracts|new_call_strike|net_debit_usd|assignment_risk_removed|feasibility|rejected_routes,decision|chosen_strategy|buy_to_close_contracts|sell_to_open_contracts|new_call_strike|net_debit_usd|assignment_risk_removed|feasibility|rejected_routes,
SB-L10-007,stockbench-l10-007,L10,L10,0,VERIFIED,c2ceaa93136ee99fdd6caeaf7c25a2aac1ab73bf77c3aad5afbc0dc32df83363,7f47e064a6118e6ed0fafe0ce4676ff28794c4c3bec68f4d636cd0e649d31e53,859245bb199c81a0635d38182e4287d7371dbfdbe786abb3c42e0f5cb13d545c,true,1,1,Spot FX / CFDs / multi-currency,judgment_risk_augmentation,cfd_margin_regional_constraint,true,decision|chosen_route|eur_amount|usd_cost|settlement_date_rule|feasibility|rejected_routes,decision|chosen_route|eur_amount|usd_cost|settlement_date_rule|feasibility|rejected_routes,
SB-AGI-002,stockbench-agi-002,AGI,AGI,0,VERIFIED,45066c7e93241d3008b17f249a519dd4b99539385a5783606403b84338d2fce5,8f624202b25e60e888d262f6cd714bd2cebcc53c9e5dafe440c75306841b61fd,1a91930497f4aca4fe53ac76fe8bba3d129a6dd1cc7cf520a8b94d390807487a,true,1,1,Shorting / borrow / margin / locates,execution_action_quality,locate_recall_options_substitution,true,decision|chosen_strategy|buy_to_cover_shares|put_contracts|cash_used|bearish_delta_shares|feasibility|rejected_routes|self_check,decision|chosen_strategy|buy_to_cover_shares|put_contracts|cash_used|bearish_delta_shares|feasibility|rejected_routes|self_check,
SB-AGI-003,stockbench-agi-003,AGI,AGI,0,VERIFIED,5010645a7678802f615c9d92a8b38a2ac274a1790ec9d8586c2260b311592136,30e39c1677bf2139ada82e1a7fdd10a3f6da409831bf3ebf31e2b80968454f3a,2255a0849c06f9e9d0a7a68e506b0f197b02094b40999de2b11e85309309c25e,true,1,1,Listed options strategy / Greeks,execution_action_quality,exercise_assignment_roll_decision,true,decision|chosen_strategy|sell_to_close_long_calls|buy_to_close_short_calls|net_credit_usd|exercise_required_cash_usd|feasibility|rejected_routes|self_check,decision|chosen_strategy|sell_to_close_long_calls|buy_to_close_short_calls|net_credit_usd|exercise_required_cash_usd|feasibility|rejected_routes|self_check,
SB-AGI-004,stockbench-agi-004,AGI,AGI,0,VERIFIED,0762572989f30c03bf25b3f4c0cd3d7706e91667f2c441893583c08f908ceea3,9fb0013a1f204bdd4a45527f165766757c9a8dc2f2d278bd322f16fb639d5fd4,6200cff4ecf9f3be98f153f66a97c9d15f77f0a9ee1cb1eba6d46dc1eb84bc5f,true,1,1,Futures / commodities / spreads / rolls,execution_action_quality,span_margin_calendar_spread,true,decision|chosen_strategy|spread_count|expected_carry_usd|margin_used|feasibility|rejected_routes|self_check,decision|chosen_strategy|spread_count|expected_carry_usd|margin_used|feasibility|rejected_routes|self_check,
SB-AGI-005,stockbench-agi-005,AGI,AGI,0,VERIFIED,6a47e73fb2c5c73a9ff8b0e4915e39ae3cf54ef462182138b2b56c35b6afcae2,c20cbe36840e38bbc248715d298b140c5ae8b3262b23e2a2b22fceac5f717dfe,292d7d311b773b2de33e8316bee904e84481324dd9df7a989b960da9abe029d5,true,1,1,Portfolio risk / rebalancing,judgment_risk_augmentation,multi_asset_drawdown_hedge,false,decision|chosen_strategy|stress_loss_reduction_usd|hedge_cash_used|margin_used|feasibility|rejected_routes|self_check,decision|chosen_strategy|stress_loss_reduction_usd|hedge_cash_used|margin_used|feasibility|rejected_routes|self_check,
SB-AGI-006,stockbench-agi-006,AGI,AGI,0,VERIFIED,d2fe9cbb3c39d00b0fe1ec4b4982550f87f940075a11488c00e0c6f19c860735,a1972deb6dd7be9d06eadb4d863745963af2dc33a3ceaa46eff5f34ba5072e45,db983fabdc83a9c58be60a9799993ecbcf6c5541579453f3438763cc8a601829,true,1,1,Execution / liquidity / microstructure,execution_action_quality,invalid_route_session_trap,true,decision|chosen_strategy|spy_sell_shares|es_contracts|exposure_reduction_usd|margin_used|feasibility|rejected_routes|self_check,decision|chosen_strategy|spy_sell_shares|es_contracts|exposure_reduction_usd|margin_used|feasibility|rejected_routes|self_check,
SB-AGI-007,stockbench-agi-007,AGI,AGI,0,VERIFIED,c3a72bdbecdfd9818a8b719c13f609c9d83df595b3cd749aaa011d3e8f9e0ce7,f00856559da5210e7f29b131ae489267d2a35d99d9d35ca8a3cf0752649230ce,a6bae06c62b2c7eeca58eea98fdf82b4fb69eda255e670690b6e114f037d93b8,true,1,1,Futures / commodities / spreads / rolls,execution_action_quality,commodity_roll_basis_hedge,true,decision|chosen_strategy|sell_contract|buy_contract|contracts|roll_cost_usd|basis_penalty_usd|total_cost_usd|feasibility|rejected_routes|self_check,decision|chosen_strategy|sell_contract|buy_contract|contracts|roll_cost_usd|basis_penalty_usd|total_cost_usd|feasibility|rejected_routes|self_check,
SB-AGI-008,stockbench-agi-008,AGI,AGI,0,VERIFIED,ff234759c3dec1ea54934c304f097a0001160d48493bfd64007938c1cbecdd5f,eebcef2f6c4a235c92a7ed1e866a9afda4d09343cecf5e71da6abf223b81f420,b73950b1f6574fedf485e8aa67d2c125e39156f9828355ed0d01192f88081270,true,1,1,Listed options strategy / Greeks,execution_action_quality,event_vol_assignment_constrained,true,decision|chosen_strategy|buy_to_close_calls|sell_to_open_calls|buy_put_contracts|net_debit_usd|covered_shares|feasibility|rejected_routes|self_check,decision|chosen_strategy|buy_to_close_calls|sell_to_open_calls|buy_put_contracts|net_debit_usd|covered_shares|feasibility|rejected_routes|self_check,
SB-L1-002,stockbench-l1-002,L1,L1,0,VERIFIED,330894e84e565736ae65f631818454ca5e483e925f00d82e4b10555511833283,7e651b653ab4ba11f5b9dd8e5ecfb83f502a53c767d9e47eec2681895f0c88dd,e94b1b8b89182d66dbc8cf965e81ac82cc25bdf67de74f06762dcc484a50e694,true,1,1,Spot equities / ETFs,execution_action_quality,instrument_quote_extraction,false,decision|instrument|quote|unit,decision|instrument|quote|unit,
SB-L1-003,stockbench-l1-003,L1,L1,0,VERIFIED,46f61d5b3b398295aaf72bb7e4bb5169b915f832820070110774555183eff4f0,e70481a24673316c8381918ab765367db99bf150ef20bfea666f5c96d36d9945,a21888ed2229efd0ab345e71e4f2b45956d3d84d1098edfe4da0cc205585fa7c,true,1,1,Listed options strategy / Greeks,execution_action_quality,instrument_quote_extraction,false,decision|instrument|quote|unit,decision|instrument|quote|unit,
SB-L2-002,stockbench-l2-002,L2,L2,0,VERIFIED,7718f28bd543f4656429631005417ae6fd7a793e0ffa8c39f5ac6424d6329567,705dd4b76b45cbe6935ad4894ce81d3d8a6c196ca7d56be85aded46e69ce6a51,2b9c0b69823decfa21e5de13e6b4afdcb26b714786a5a6c30fe22ad8bf18d993,true,1,1,Execution / liquidity / microstructure,judgment_risk_augmentation,equity_notional_calc,true,decision|instrument|quantity|price|notional_usd,decision|instrument|quantity|price|notional_usd,
SB-L2-003,stockbench-l2-003,L2,L2,0,VERIFIED,2a24338b4186567ba2191a8bbabeba81b1f4bad4ec66773b2d296e831ea38547,e4855d455a166bd885d5363c4a6f6c7f24fbfa3a7a6fb377e438fed91ed86834,4bf19dd6706435120091f4844bbc9a7c616e3a41e30478fce91bbe5b24e95409,true,1,1,Spot equities / ETFs,execution_action_quality,equity_notional_calc,false,decision|instrument|quantity|price|notional_usd,decision|instrument|quantity|price|notional_usd,
SB-L2-004,stockbench-l2-004,L2,L2,0,VERIFIED,796bbe8e05867745ec652bc5e45ddd248ae3112e66fbbce88f8636962bab6c31,6fd3cc42214719b9ea130fb1e2e478cdf07e146e7ad9d0c86ce7dd8f85f787f5,ae78cfe0b2c70e8855061e2f39d9013779f9980020e74523e3242e807b284194,true,1,1,Listed options strategy / Greeks,execution_action_quality,option_premium_calc,false,decision|instrument|contracts|premium_per_share|multiplier|total_premium_usd,decision|instrument|contracts|premium_per_share|multiplier|total_premium_usd,
SB-L3-002,stockbench-l3-002,L3,L3,0,VERIFIED,d01a5595958e8099b3e719acbdf4bc964f9cb15441a61651911ad1b565506430,02f674a04dd803b3784e29c86d71b4d9686c2aaef148bcfe9832a5d71d683736,dd304591ef68578104e2b552da08656f52848d4952540e10c6b63bfb33a96869,true,1,1,Futures / commodities / spreads / rolls,judgment_risk_augmentation,futures_margin_calc,true,decision|instrument|contracts|margin_per_contract|fees_usd|total_cash_usd,decision|instrument|contracts|margin_per_contract|fees_usd|total_cash_usd,
SB-L3-003,stockbench-l3-003,L3,L3,0,VERIFIED,3bc4e1f773a9cd3a1289615b5bbe0d77982472d89daa6a1ffc8a216764680941,302cd4d70f2b1cf9cbccc0e0c39cc1968af764e16868517bad066763415bf422,a9cb4831735e3ebebf1e154ea89ecbbc2eff5f8d454952cdb493e76536c2930d,true,1,1,Portfolio risk / rebalancing,execution_action_quality,trade_cash_calc,false,decision|instrument|quantity|price|gross_value_usd|fee_usd|cash_required_usd,decision|instrument|quantity|price|gross_value_usd|fee_usd|cash_required_usd,
SB-L4-002,stockbench-l4-002,L4,L4,0,VERIFIED,2544fb357635acb932f92ca2bef6cfbb11b89be7fc203843a39bad9dc04fb13e,140c750ac1f33014fff8b18aebad166f86df52e51058a845656507af6489c1c8,c56958fe2d1a2b052dafca0307bfa417724680633c352535e78afdb8b51e7564,true,1,1,Execution / liquidity / microstructure,execution_action_quality,financing_cost_calc,true,decision|instrument|principal_usd|annual_rate|day_count|days|cost_usd,decision|instrument|principal_usd|annual_rate|day_count|days|cost_usd,
SB-L4-003,stockbench-l4-003,L4,L4,0,VERIFIED,70f7832ca522bc30cb81f5674d63405ea1515049feb4ceaf96304cf68e353318,1dfabecc1db3aadfc64b38483607054763888592bb736ac88838d136191f38b0,cd031c665955454cf8ba92f4ca74adec11b2ffd0563307ee5089e4d69ad13a3e,true,1,1,Spot FX / CFDs / multi-currency,judgment_risk_augmentation,financing_cost_calc,false,decision|instrument|principal_usd|annual_rate|day_count|days|cost_usd,decision|instrument|principal_usd|annual_rate|day_count|days|cost_usd,
SB-L4-004,stockbench-l4-004,L4,L4,0,VERIFIED,9e6f4a25367a68a7058cc1a3d619f0a0ce6566a95c142b55eaaacff4f2ddd8b7,4b0a19ee37bed2f5294290257256ad85183b1a17a78b294dc7f5870bea61801e,cf82e9c9ff7f0bad5ee56ee7cd1ae40ead7b0c3b39562dd0ed3e46e73e3b5e58,true,1,1,Corporate actions / settlement / calendar / jurisdiction,execution_action_quality,financing_cost_calc,true,decision|instrument|principal_usd|annual_rate|day_count|days|cost_usd,decision|instrument|principal_usd|annual_rate|day_count|days|cost_usd,
SB-L4-005,stockbench-l4-005,L4,L4,0,VERIFIED,76de9de6ba7f8239e5583bf74c21b6aabf20d7ffe601a04fa80518227ec04e1e,c32e80a9949241c0cb8e31a72e9dd463b01f55ffa68a807762a6d00d82c6a099,e82935ef2dfea2dbf3f15aba26151f37cc4eba610b3bf3ece194f55abb64ff1c,true,1,1,Spot equities / ETFs,execution_action_quality,financing_cost_calc,false,decision|instrument|principal_usd|annual_rate|day_count|days|cost_usd,decision|instrument|principal_usd|annual_rate|day_count|days|cost_usd,
SB-L5-002,stockbench-l5-002,L5,L5,0,VERIFIED,ea5adb3d27bd642007edb498fdb077e9ae9e20d4ed108cfda5dae16846c7a543,3ea82dca74f6b1b75e1772d473da93f3d52c8710c5c83899a46324e7e7c83f2e,cf859e6725f71db9a13cd859615b76f3f8e5c74e98a435709f4a6955ec99328b,true,1,1,Futures / commodities / spreads / rolls,execution_action_quality,order_ticket_mapping,true,decision|instrument|side|quantity|order_type|limit_price|multiplier|time_in_force|feasibility,decision|instrument|side|quantity|order_type|limit_price|multiplier|time_in_force|feasibility,
SB-L5-003,stockbench-l5-003,L5,L5,0,VERIFIED,1b43fdf8aec6f4b18d1e794bbc6493240e21e1446851b2a3f4da7174d7a37a86,5dd4a7610ea1e2444cfeca43ddfc8bd31e3ffcb23841d3438caf595cc87d9d7c,770823b436e27112bb49990ee69be2c7a9bf641f6abe76dacd749b822ec0d20a,true,1,1,Spot equities / ETFs,execution_action_quality,order_ticket_mapping,false,decision|instrument|side|quantity|order_type|limit_price|time_in_force|feasibility,decision|instrument|side|quantity|order_type|limit_price|time_in_force|feasibility,
SB-L5-004,stockbench-l5-004,L5,L5,0,VERIFIED,3638cf967a1c15d8813f206d4e02bbd8d88efefb3b29b85949e20070bdc5c903,b9a0b4dfa6d4325eee2d1da704aaeb843883cc61a49c3d2aa913959fa0e523e5,7f73e52bab8715837196f96610208962da9c8072b1b11ba48dd5959a6510ecda,true,1,1,Listed options strategy / Greeks,execution_action_quality,order_ticket_mapping,false,decision|instrument|side|quantity|order_type|limit_price|multiplier|time_in_force|feasibility,decision|instrument|side|quantity|order_type|limit_price|multiplier|time_in_force|feasibility,
SB-L5-005,stockbench-l5-005,L5,L5,0,VERIFIED,7f39b95358b5029ec267f9118c2d0d9ba02d41c4b4ebffc27cf98298e87bcc37,c5ec21fa9973b11506bc1e753c77bc508c163f723d898719203a527fa62c6fba,73205b72a0577b363c598e9c2f63a964a43d391f4f9cd47b99a83f6caee2f3ea,true,1,1,Futures / commodities / spreads / rolls,execution_action_quality,order_ticket_mapping,false,decision|instrument|side|quantity|order_type|limit_price|multiplier|time_in_force|feasibility,decision|instrument|side|quantity|order_type|limit_price|multiplier|time_in_force|feasibility,
SB-L6-002,stockbench-l6-002,L6,L6,0,VERIFIED,6b113da6ebb7b04a6a8b88af6f3ed3d7197c6d55b2c58a7a25a562da6447d808,53ff3fdcd02ab7c6fab0126b528a801b7bfd965a32645cdaa9e60f3c0dcc25df,87b9e83f7877c74905f802fe683c8f376c61a0023645dec7f274c03d5d41fc1e,true,1,1,Shorting / borrow / margin / locates,execution_action_quality,short_borrow_sequence,true,decision|instrument|execution_sequence|settlement_rule|settlement_cash_date|feasibility,decision|instrument|execution_sequence|settlement_rule|settlement_cash_date|feasibility,
