question_id,level,rubric_id,prompt,pass_count,avg_score,passed_models,failed_models
L9-034,L9,l9-L9-034,"Fee APR annualization, stablecoin fee compression. A Uniswap V3 stable pool USDC/RWA-T pool/hook strategy has $20,000,000 active liquidity, $42,000,000 daily volume, and 48% of volume eligible for the incremental fee. Incremental fee is 0.012%; LP capture is 92%, protocol skim is 12%, and keeper/gas/solver overhead is $1,100 per day. Compare the incremental design vs vanilla Uniswap/Pendle base fees, but expected_value must be only the incremental simple APR percentage: ((daily volume * eligible share * incremental fee * capture * (1 - skim) - daily fixed overhead) * 365) / active liquidity. Check whether incremental APR is positive after a 20% daily-volume stress and oracle age <= 30 minutes; expected_value remains the base-case incremental APR. Exclude compounding, LP-token price drift, base pool fees, and rewards.",1,0.500,mistralai/mistral-small-2603,mistralai/mistral-medium-3-5
L9-040,L9,l9-L9-040,"Staking/restaking risk selection, capacity-constrained large restake. Restake 250 stETH across EigenLayer/Symbiotic-style AVSs and pick exactly 3 eligible AVSs by highest risk-adjusted APR. Net score = headline yield - operator fee - slashing multiplier * expected slashing loss, all in APR percentage points. Eligibility constraints: net score >= 6.2%, slashing multiplier <= 3, withdrawal delay <= 10 days, oracle freshness <= 30 minutes, and capacity >= 250 stETH. Data: A1 yield 8.8%, operator fee 0.5%, slashing 2 x 0.6%, delay 8 days, oracle age 14 minutes, capacity 300 stETH; A2 yield 14%, operator fee 1.2%, slashing 3.2 x 1.2%, delay 9 days, oracle age 20 minutes, capacity 500 stETH; A3 yield 9.1%, operator fee 0.4%, slashing 1.6 x 0.7%, delay 5 days, oracle age 24 minutes, capacity 260 stETH; A4 yield 7.5%, operator fee 0.3%, slashing 1.1 x 0.5%, delay 4 days, oracle age 12 minutes, capacity 200 stETH; A5 yield 10.8%, operator fee 0.8%, slashing 2.4 x 0.8%, delay 6 days, oracle age 18 minutes, capacity 350 stETH. Return only the unordered set of selected AVS IDs; do not allocate weights, and reject any AVS that fails a hard constraint even if its yield is high.",1,0.500,mistralai/mistral-small-2603,mistralai/mistral-medium-3-5
L9-044,L9,l9-L9-044,"Refuse-to-trade decision, RFQ route during exchange halt. Evaluate a $1,200,000 SOL opportunity across Uniswap/Aave/Compound, CEX hedge, bridge, oracle, solver, and MEV routes. Execute only if an option has net expected USD profit > 0 and all hard constraints pass: max slippage 0.45%, oracle age <= 55 seconds, settlement <= 11 minutes, and required capital <= $1,200,000. Option A CEX hedge route: gross edge $18,500, fixed costs $6,200, slippage 0.19% of notional, expected risk 5.0% * $260,000, oracle age 44 seconds, settlement 14 minutes, required capital $1,180,000; Option B Uniswap bridge route: gross edge $13,600, fixed costs $3,900, slippage 0.51% of notional, expected risk 6.0% * $120,000, oracle age 49 seconds, settlement 9 minutes, required capital $1,100,000; Option C solver route: gross edge $21,000, fixed costs $4,800, slippage 0.22% of notional, expected risk 7.0% * $260,000, oracle age 63 seconds, settlement 8 minutes, required capital $1,190,000. For each option, net EV = gross edge - fixed costs - slippage dollars - expected risk loss. Reject hard-constraint violations even if net EV is positive. Return no_action if no option is both positive-EV and feasible.",1,0.500,mistralai/mistral-small-2603,mistralai/mistral-medium-3-5
L9-052,L9,l9-L9-052,"Refuse-to-trade decision, thin-liquidity funding capture rejection. Evaluate a $500,000 HYPE opportunity across Uniswap/Aave/Compound, CEX hedge, bridge, oracle, solver, and MEV routes. Execute only if an option has net expected USD profit > 0 and all hard constraints pass: max slippage 0.60%, oracle age <= 40 seconds, settlement <= 8 minutes, and required capital <= $500,000. Option A Hyperliquid perp plus Base spot: gross edge $9,600, fixed costs $2,300, slippage 0.72% of notional, expected risk 4.0% * $90,000, oracle age 31 seconds, settlement 6 minutes, required capital $480,000; Option B solver spot route: gross edge $12,800, fixed costs $3,900, slippage 0.35% of notional, expected risk 8.0% * $140,000, oracle age 35 seconds, settlement 10 minutes, required capital $490,000; Option C CEX hedge route: gross edge $7,200, fixed costs $2,600, slippage 0.28% of notional, expected risk 6.0% * $85,000, oracle age 46 seconds, settlement 7 minutes, required capital $470,000. For each option, net EV = gross edge - fixed costs - slippage dollars - expected risk loss. Reject hard-constraint violations even if net EV is positive. Return no_action if no option is both positive-EV and feasible.",1,0.500,mistralai/mistral-small-2603,mistralai/mistral-medium-3-5
L9-060,L9,l9-L9-060,"Refuse-to-trade decision, restaking incident unwind abstention. Evaluate a $2,200,000 stETH opportunity across Uniswap/Aave/Compound, CEX hedge, bridge, oracle, solver, and MEV routes. Execute only if an option has net expected USD profit > 0 and all hard constraints pass: max slippage 0.30%, oracle age <= 35 seconds, settlement <= 14 minutes, and required capital <= $2,200,000. Option A Aave repay via Uniswap: gross edge $31,000, fixed costs $8,400, slippage 0.36% of notional, expected risk 5.0% * $360,000, oracle age 28 seconds, settlement 12 minutes, required capital $2,100,000; Option B CEX hedge bridge unwind: gross edge $52,000, fixed costs $14,200, slippage 0.15% of notional, expected risk 9.0% * $430,000, oracle age 30 seconds, settlement 17 minutes, required capital $2,050,000; Option C solver liquidation fill: gross edge $38,000, fixed costs $9,300, slippage 0.22% of notional, expected risk 6.0% * $390,000, oracle age 41 seconds, settlement 11 minutes, required capital $2,150,000. For each option, net EV = gross edge - fixed costs - slippage dollars - expected risk loss. Reject hard-constraint violations even if net EV is positive. Return no_action if no option is both positive-EV and feasible.",1,0.500,mistralai/mistral-small-2603,mistralai/mistral-medium-3-5
L10-005,L10,l10-L10-005,"Sell 500,000 ALT at $8.20 within 24 hours across venues: - Binance: 0.8% fee with $50,000 depth. - OKX: 1.2% fee with $30,000 depth. - Uniswap: 2.0% impact with $120,000 depth. - MEXC: 1.5% fee with $80,000 depth. Holdings: 300,000 ALT already on Binance, 200,000 on Ethereum (bridge cost 0.1% plus $50 gas). Price likely pumps 40% tomorrow due to unreleased news. Execution convention: venue depth is reusable per TWAP slice over the 24-hour window, but inventory can only be sold where it already sits unless explicitly bridged. For this scenario, the Ethereum ALT cannot be deposited to CEX venues within 24 hours, so sell the 300,000 ALT already on Binance through Binance TWAP slices and sell the 200,000 ALT already on Ethereum through Uniswap. Do not use OKX or MEXC unless Binance inventory exceeds Binance's executable inventory. Treat Uniswap's 2.0% impact as the all-in execution haircut for the Ethereum sale. Design a TWAP execution that minimizes slippage under those settlement constraints, finishes before the pump, and report expected proceeds.",1,0.500,mistralai/mistral-small-2603,mistralai/mistral-medium-3-5
L10-009,L10,l10-L10-009,"As an Ethereum block builder (slot 8,234,567) you observe these MEV opportunities: - Sandwich: $800,000 value, 18M gas, 95% success, ethical concerns. - Liquidation: $300,000 value, 5M gas, 90% success. - NFT backrun: $150,000 value, 1M gas, 80% success. - Frontrun: $120,000 value, 3M gas, 99% success, unethical. - CEX-DEX arbitrage: $500,000 value, 6M gas, 85% success. Gas limit is 30M. For this scenario, ""ethical"" excludes only the opportunity explicitly labeled unethical; the sandwich's ethical concerns are treated as resolved by consented/limited orderflow and it may be included. Builder profit is expected opportunity value * success probability * 10% builder keep after the 90% proposer share, minus a fixed $12,000 gas/inclusion cost for a full 30M-gas bundle. Use the gas limit as a hard knapsack constraint. Select an ethical bundle that maximizes profit after the proposer share and fixed gas/inclusion cost.",1,0.550,mistralai/mistral-medium-3-5,mistralai/mistral-small-2603
L10-012,L10,l10-L10-012,"Operate a Lightning routing node managing $2,000,000 BTC. Current state: 32 BTC across 47 channels, 87% payment success, 0.15% fee rate, $18,000,000 monthly volume, and 13% failures due to inbound imbalance. Objectives: - Reach 95% success rate. - Double monthly revenue. - Spend no more than $5,000 on-chain. - Cap channels at 60. For this scenario, the $18,000,000 monthly volume is successful routed volume already earning the 0.15% fee rate, not attempted volume. Higher success and direct institutional channels should be sized so the final successful routed volume is exactly $36,000,000 per month at the same fee rate; rebalancing costs are one-time and excluded from monthly revenue. Higher success attracts retry traffic, and direct institutional channels can add flow. Devise a rebalancing and channel strategy meeting the targets and report expected monthly revenue.",1,0.500,mistralai/mistral-small-2603,mistralai/mistral-medium-3-5
L10-017,L10,l10-L10-017,"Operate a Solana validator with 500,000 SOL staked at $140 per SOL (~$70,000,000). Current performance is 89% with 8% commission and delegations declining 5% per quarter. Target: restore performance to 95% and reach 15% ROI within six months under a $200,000 budget. For this scenario, ROI means incremental six-month net profit divided by the upgrade spend selected for the plan, not return on the $70,000,000 self-stake principal. Upgrade options: 1. Hardware refresh ($50,000) reaching 93-95% performance. 2. Asia replica ($64,000) for 94-96% performance. 3. Lower commission from 8% to 6%. 4. Add Jito MEV (15% earnings boost, $15,000 setup). 5. Launch premium RPC (adds $180,000 revenue, $150,000 year-one cost). Economic constants for the six-month ROI calculation: the hardware refresh plus Jito setup is the targetable $65,000 package; restoring performance from 89% to 95% adds $6,750 of six-month net profit, and Jito adds $3,000 of six-month net MEV profit after setup effects. The Asia replica is a redundancy alternative, not additive with the hardware refresh for this target. Lowering commission stabilizes delegation but has no direct six-month incremental-profit credit in this ROI calculation. Premium RPC is evaluated on year-one economics and is not part of the six-month ROI numerator. Devise a three-phase plan within budget that hits the targets and stabilizes delegations.",1,0.500,mistralai/mistral-small-2603,mistralai/mistral-medium-3-5
L10-027,L10,l10-L10-027,"Buy 250,000 RWA at $12.50 within 12 hours before an index inclusion announcement. Venues: - Kraken: 0.60% fee with $80,000 reusable depth per TWAP slice. - Coinbase: 0.80% fee with $70,000 reusable depth per slice, but no USDC is available there. - Aerodrome on Base: 1.40% all-in price impact for the required Base purchase. - Uniswap on Ethereum: 2.10% all-in price impact, but Base USDC cannot be bridged to Ethereum within the deadline. Capital: $2,000,000 USDC already on Kraken and $1,500,000 USDC on Base. Funds cannot move between venues within 12 hours. Use Kraken to buy as many RWA as its USDC balance permits at the stated price plus fee, then buy the remaining RWA on Base through Aerodrome. Do not use Coinbase or Uniswap. Ignore gas and assume the TWAP depth is reusable over the full window. Compute the minimum deterministic total USD cost to acquire exactly 250,000 RWA.",1,0.500,mistralai/mistral-small-2603,mistralai/mistral-medium-3-5
L10-032,L10,l10-L10-032,"A DAO treasury holds $75,000,000: 65% GOV token, 15% stables, and 20% ETH LP. A compliance mandate requires GOV exposure below 30% of final treasury value and stables above 60%. Execution facts: - A governance delay happens first and leaves exactly 21 execution days. - The full $15,000,000 ETH LP is exited into stables with a 3.0% impermanent-loss hit before the GOV sale completes. - GOV price impact is execution slippage only on the GOV sold. Daily impact percentage = 15% * (daily GOV sold / $3,000,000). - Sell the minimum GOV amount needed so final GOV exposure is below 30% of final treasury value. Spread GOV sales evenly across the 21 execution days. - For the numeric answer, solve the equality boundary for the strict ""below 30%"" constraint and report the limiting final value; an infinitesimally larger sale satisfies the strict inequality without changing the rounded result. Compute the optimal sell schedule and final treasury value after meeting the mandate.",1,0.500,mistralai/mistral-small-2603,mistralai/mistral-medium-3-5
L10-033,L10,l10-L10-033,"As an Ethereum block builder you observe these MEV opportunities for a 28M gas block: - Consented sandwich: $900,000 value, 14M gas, 90% success, explicitly permitted orderflow. - Oracle backrun: $650,000 value, 8M gas, 80% success. - Liquidation: $400,000 value, 6M gas, 92% success. - NFT backrun: $180,000 value, 2M gas, 75% success. - LST arbitrage: $300,000 value, 5M gas, 85% success. - Toxic frontrun: $250,000 value, 4M gas, 99% success, unethical and excluded. Builder profit is expected opportunity value * success probability * 12% builder keep after proposer share, minus a fixed $10,000 inclusion and gas cost for the selected bundle. The gas limit is a hard knapsack constraint. The only excluded opportunity is the one explicitly labeled unethical; the consented sandwich is allowed. Select the ethical bundle that maximizes builder profit and report USD profit after the fixed cost.",1,0.550,mistralai/mistral-small-2603,mistralai/mistral-medium-3-5
L10-035,L10,l10-L10-035,"Predict Ethereum gas costs one hour ahead for 15 transactions, each using 250,000 gas, with ETH at $3,200. Current gas is 34 base plus 2 priority gwei. Event context: - NFT claim wave may push gas higher. - A validator maintenance window may reduce gas. - A bot auction may briefly congest the next few blocks. Execution options already summarize those events: - Low scenario at 18 gwei, 100% fill for all 15 transactions. - Medium scenario at 48 gwei, 70% fill. - High scenario at 92 gwei, orders remain partially unfilled. For this scenario, execute all 15 transactions only in the Low scenario. Treat the current 36 gwei line and event bullets as context already summarized by the Low/Medium/High execution options; do not recombine them into a separate forecast. Medium and High are infeasible because the task requires all 15 transactions to execute. Compute USD cost as transactions * gas_per_transaction * gas_price_gwei * 1e-9 ETH/gwei * ETH price. Design the gas-timed execution and report expected USD spend.",1,0.350,mistralai/mistral-medium-3-5,mistralai/mistral-small-2603
L10-036,L10,l10-L10-036,"Predict Ethereum gas costs for an eight-transaction DeFi migration, each transaction using 300,000 gas, with ETH at $2,800. Current gas is 41 base plus 3 priority gwei. Event context: - US market close may reduce activity. - A liquidation cascade may increase gas if it triggers. - A scheduled protocol migration can be delayed if gas is too high. Execution options already summarize those events: - Low scenario at 32 gwei, 100% fill for all eight transactions. - Medium scenario at 67 gwei, 75% fill. - High scenario at 115 gwei, migration remains incomplete. For this scenario, execute all eight transactions only in the Low scenario. Treat current gas and event bullets as context already summarized by the three execution options; do not recombine them into a separate forecast. Medium and High are infeasible because the migration requires all eight transactions to execute. Compute USD cost as transactions * gas_per_transaction * gas_price_gwei * 1e-9 ETH/gwei * ETH price. Design the schedule minimizing expected spend and report expected USD cost.",1,0.500,mistralai/mistral-medium-3-5,mistralai/mistral-small-2603
L10-038,L10,l10-L10-038,"A Solana performance catalyst is expected in 75 days. You manage $6,000,000 across spot SOL, JitoSOL carry, perpetual funding, and options. Spot markets imply a +22% catalyst base case, JitoSOL staking carry is 8.0% APR, perpetual funding is 18.0% APR, and options implied volatility is below the expected realized move. Use this required risk-balanced allocation and deterministic 75-day return model: - 30% spot SOL earning +22%. - 25% JitoSOL carry earning 8.0% APR prorated over 75 days. - 25% perpetual funding leg earning 18.0% APR prorated over 75 days. - 20% options call-spread leg earning +65% net after premium. For this scenario, the +65% options payoff is active, not conditional. The options package includes downside puts that cap total portfolio drawdown below 16% in the stress case; ignore additional fees, borrow costs, and slippage. Compute total portfolio return as the weighted sum of the four deterministic leg returns. Design the multi-leg strategy and report expected percent return over 75 days.",1,0.350,mistralai/mistral-small-2603,mistralai/mistral-medium-3-5
L10-039,L10,l10-L10-039,"Operate a Lightning routing node managing $1,200,000 BTC liquidity. Current state: 21 BTC across 38 channels, 88% payment success, 0.13% fee rate, $14,000,000 monthly successful routed volume, and 12% failures due to inbound imbalance. Objectives: - Reach 95% payment success. - Keep total channels at or below 55. - Spend no more than $4,000 in one-time on-chain rebalancing. - Grow final successful routed volume to exactly $28,000,000 per month at the same 0.13% fee rate. For this scenario, the $14,000,000 baseline is already successful routed volume, not attempted volume. Rebalancing costs are one-time and excluded from monthly revenue. Direct merchant channels and inbound leases should be sized so final successful routed volume is exactly $28,000,000 per month; do not apply any extra volume multiplier beyond that target. Devise the channel and rebalancing plan meeting the objectives and report expected monthly routing revenue. Optimize for satisfying all stated channel, success-rate, and rebalancing constraints while calculating revenue from final successful routed volume at the fee rate.",1,0.500,mistralai/mistral-small-2603,mistralai/mistral-medium-3-5
L10-047,L10,l10-L10-047,"Operate an Ethereum validator fleet with 1,200 validators (38,400 ETH) at ETH = $3,200. Current effective uptime is 96.8%, relay diversity is weak, and missed-attestation penalties are rising. Target: restore effective uptime to 99.2% and reach 15% ROI within six months under a $180,000 budget. For this scenario, ROI means incremental six-month net profit divided by the upgrade spend selected for the plan, not return on validator principal. Upgrade options: 1. Relay diversity automation ($40,000) contributing to the uptime target. 2. DVT failover cluster ($55,000) contributing to the uptime target. 3. MEV-Boost tuning ($10,000) adding six-month net MEV profit. 4. Lower operator fee from 8% to 6%, stabilizing delegations but with no direct six-month incremental-profit credit. 5. Premium RPC endpoint ($120,000) evaluated on year-one economics and not part of the six-month ROI numerator. Economic constants: the relay diversity + DVT failover + MEV tuning package costs $105,000; restoring uptime from 96.8% to 99.2% adds $9,450 of six-month net profit; MEV tuning adds $6,300 of six-month net profit after setup effects. Premium RPC is outside the six-month numerator. Devise a three-phase plan within budget and report six-month ROI percentage.",1,0.500,mistralai/mistral-small-2603,mistralai/mistral-medium-3-5
L10-048,L10,l10-L10-048,"Operate a Cosmos validator with 8,000,000 ATOM delegated at $9 per ATOM. Current signing uptime is 92%, missed-block penalties are increasing, and delegations are declining 4% per quarter. Target: restore uptime to 98% and reach 15% ROI within six months under a $150,000 budget. For this scenario, ROI means incremental six-month net profit divided by the upgrade spend selected for the plan, not return on delegated stake principal. Upgrade options: 1. Add distributed sentry nodes ($48,000) contributing to the uptime target. 2. Deploy Horcrux threshold signer ($32,000) contributing to the uptime target. 3. Add Skip MEV integration ($10,000) adding six-month net MEV profit. 4. Lower commission from 7% to 5%, stabilizing delegations but with no direct six-month incremental-profit credit. 5. Build a public API product ($90,000) evaluated on year-one economics and not part of the six-month ROI numerator. Economic constants: the sentry nodes + Horcrux signer + Skip MEV package costs $90,000; restoring uptime from 92% to 98% adds $8,100 of six-month net profit; Skip MEV adds $5,400 of six-month net profit after setup effects. Public API is outside the six-month numerator. Devise a three-phase plan within budget and report six-month ROI percentage.",1,0.500,mistralai/mistral-small-2603,mistralai/mistral-medium-3-5
L10-055,L10,l10-L10-055,"A USD treasury allocates EUR 10,000,000 into tokenized 91-day German T-bills at a EUR/USD spot rate of 1.08. The EUR bill yield is 3.2% APR. The treasury fully hedges EUR/USD back to USD for the holding period. Costs and conventions: - FX hedge carry cost is 0.55% APR on USD notional. - Custody/admin cost is 0.12% APR on USD notional. - Mint and redeem fees total 0.08% one-time on USD notional. - Use a 365-day year, simple interest, and the initial EUR/USD spot rate to define USD notional. - Ignore taxes, margin interest, and reinvestment. Compute the hedged net USD profit over 91 days and report it in USD.",1,0.500,mistralai/mistral-medium-3-5,mistralai/mistral-small-2603
AGI-015,L11/AGI,agi-AGI-015,"Convert $2,000,000 USDC to ETH before a 90-minute announcement expected to push ETH +5-8%. You want lowest acquisition cost, but visible DEX or bridge overuse is copied by searchers after the first large route. Venues (price | fee | fixed costs | adversarial capacity before repricing): - Binance: $3,005 | 0.10% taker | $0 fixed | $600,000. - Coinbase: $3,010 | 0.15% taker | $0 fixed | $500,000. - Kraken: $3,000 | 0.26% taker | $0 fixed | $500,000. - Uniswap V3 Ethereum: $3,003 | 0.30% pool fee | $80 gas | $450,000. - Curve ETH: $3,004 | 0.04% fee | $120 gas | $400,000. - Uniswap Arbitrum: $2,998 | 0.25% fee | $14 bridge+gas | $400,000 private-intent capacity. - Velodrome Optimism: $2,995 | 0.20% fee | $9 bridge+gas | $400,000 private-intent capacity. - OTC Circle: $3,006 | 0.05% fee | $0 fixed | $250,000 before dealer fade. - OTC Cumberland: $3,008 | 0.08% fee | $0 fixed | $250,000 before dealer fade. Trades above an adversarial capacity incur copied-flow repricing that is worse than the next listed venue. Construct the unique allocation that minimizes total cost while completing inside the 90-minute window. Output JSON fields: intent, chosen_strategy, venue_allocation_usd, expected_eth_received, effective_price. Choose the strategy from: [capacity_capped_best_execution, otc_first_dealer_workup, single_venue_lowest_quote_sweep, pro_rata_across_all_venues].",1,0.722,mistralai/mistral-small-2603,mistralai/mistral-medium-3-5
